# This file contains all the reactions we dropped from UMIST2, and the reasons why we dropped them!
# Dropped because it conflicts with the default H2 Photodiss mechanism in UCLCHEM.
8268:PH:H2:PHOTON:H:H:::1:5.70e-11:0.00:4.18:10:41000:C:C:"10.1051/0004-6361/201628742":"Heays, et al. A&A, 602, A105 (2017)":                                                                                                                                                                                  
