Time,Density,gasTemp,av,OCS    ,CO     ,CS     ,CH3OH  
  4.300E+06, 7.4895E+02,   10.00, 2.0722E+00,    5.28604E-13,    5.14198E-05,    1.55218E-08,    2.37016E-13
  4.400E+06, 8.8864E+02,   10.00, 2.0857E+00,    8.17938E-13,    5.90337E-05,    1.77360E-08,    5.00495E-13
  4.500E+06, 1.0768E+03,   10.00, 2.1038E+00,    1.35088E-12,    6.77003E-05,    2.04138E-08,    1.17102E-12
  4.600E+06, 1.3395E+03,   10.00, 2.1292E+00,    2.43223E-12,    7.74706E-05,    2.37176E-08,    3.17381E-12
  4.700E+06, 1.7228E+03,   10.00, 2.1661E+00,    4.93391E-12,    8.86387E-05,    2.78443E-08,    1.10004E-11
  4.800E+06, 2.3155E+03,   10.00, 2.2233E+00,    1.16664E-11,    1.01959E-04,    3.28619E-08,    6.25843E-11
  4.900E+06, 3.3071E+03,   10.00, 2.3189E+00,    2.59697E-11,    1.16709E-04,    3.71319E-08,    4.07748E-10
  5.000E+06, 5.1656E+03,   10.00, 2.4982E+00,    5.21027E-11,    1.26729E-04,    3.98908E-08,    3.52874E-10
  5.100E+06, 9.3252E+03,   10.00, 2.8993E+00,    1.55211E-10,    1.26151E-04,    4.73155E-08,    4.46194E-12
  5.200E+06, 2.2169E+04,   10.00, 4.1379E+00,    2.53359E-10,    1.01654E-04,    4.72296E-08,    4.12682E-15
  5.300E+06, 1.0000E+05,   10.00, 1.1644E+01,    1.86529E-09,    3.56965E-05,    1.50321E-08,    1.52920E-15
