0.1,1.77000E-004,3.34000E-004,6.18000E-005,3.51000E-006, 2.256d-07
2.30032E-05,    2.44765E-16,    8.84818E-10,    2.15464E-09,    4.99754E-01,    7.26594E-07,    5.73834E-13,    5.21152E-05,    2.34150E-09,    1.00000E-01,    1.37276E-09,    9.96790E-15,    5.92948E-08,    6.87534E-09,    1.23596E-08,    3.43280E-07,    4.76085E-09,    1.45749E-15,    4.67149E-09,    1.63875E-07,    5.17428E-10,    2.13876E-14,    3.06389E-09,    1.59674E-06,    5.21052E-11,    3.65522E-08,    7.86320E-08,    4.73131E-06,    1.99400E-09,    5.34210E-11,    2.62317E-09,    3.01724E-09,    7.17429E-15,    2.44195E-08,    4.64186E-08,    2.27049E-06,    8.49918E-09,    5.48946E-08,    9.16858E-17,    2.30327E-09,    3.75734E-14,    1.68135E-08,    2.44512E-05,    5.25857E-07,    9.77680E-15,    3.52710E-06,    1.17648E-06,    4.63388E-05,    3.53827E-08,    1.32674E-11,    2.80920E-08,    8.44317E-12,    1.90719E-07,    1.57237E-13,    3.50190E-07,    8.16722E-06,    2.19008E-05,    7.18572E-07,    1.79472E-07,    3.71579E-13,    8.43054E-12,    6.15969E-05,    4.52104E-10,    4.79920E-11,    2.24751E-16,    1.03639E-13,    3.59675E-14,    2.50945E-12,    4.77257E-14,    5.36704E-11,    2.25606E-07,    8.79686E-11,    2.85337E-16,    4.30366E-12,    2.34039E-10,    1.84492E-11,    3.42994E-10,    2.42043E-12,    3.64844E-09,    6.25130E-16,    1.05772E-08,    8.69232E-10,    9.11465E-11,    2.56748E-15,    1.27700E-08,    1.82190E-15,    1.78961E-09,    1.20480E-16,    4.83133E-07,    2.51743E-08,    2.81360E-15,    9.14227E-07,    2.91254E-07,    4.13539E-05,    2.65389E-14,    8.63423E-12,    8.63037E-12,    5.63444E-06,    4.95295E-15,    9.24271E-09,    2.88289E-09,    4.05492E-13,    9.21472E-12,    2.01078E-10,    5.57411E-05,    1.55809E-05,    1.24061E-11,    3.08998E-09,    5.61891E-09,    1.24777E-09,    6.93781E-07,    3.88082E-13,    5.65096E-11,    9.45011E-12,    5.53591E-13,    5.28576E-17,    2.51312E-18,    3.00706E-05,    7.43030E-17,    3.73557E-09,    3.04763E-07,    3.29663E-08,    4.26771E-12,    7.79254E-08,    2.64550E-11,    2.12423E-11,    1.71938E-14,    7.85853E-08,    9.93271E-06,    3.53743E-07,    3.37541E-12,    7.40777E-08,    1.38822E-09,    9.46127E-13,    1.21755E-11,    1.89397E-14,    6.58622E-11,    7.57869E-10,    2.28938E-10,    1.97823E-06,    2.61486E-09,    3.05515E-09,    4.08650E-08,    1.43358E-07,    2.93485E-09,    7.98642E-09,    1.72860E-13,    8.68302E-07,    6.64967E-12,    7.26392E-07,    5.13036E-09,    2.24220E-09,    6.06580E-18,    1.36817E-06,    2.99214E-05,    1.29472E-06,    3.63478E-13,    2.99972E-10,    3.09245E-11,    1.39112E-11,    3.45896E-18,    8.39012E-14,    6.11316E-13,    8.47591E-12,    4.93340E-12,    2.23665E-10,    3.99867E-08,    5.01784E-09,    3.24917E-12,    2.55314E-06,    9.20544E-09,    6.77264E-18,    5.70425E-13,    4.26803E-10,    6.90039E-15,    5.02534E-11,    4.28045E-17,    2.42174E-08,    1.00671E-13,    5.81831E-12,    1.81972E-12,    4.36942E-11,    1.86001E-12,    3.12277E-10,    4.14759E-15,    2.08250E-11,    4.74144E-10,    1.34989E-13,    3.11892E-13,    2.50044E-13,    1.93264E-09,    4.14673E-11,    5.24735E-12,    1.27095E-14,    1.24999E-10,    1.67724E-09,    6.99209E-15,    4.08530E-12,    1.77796E-13,    5.87893E-11,    5.22196E-14,    8.20178E-10,    9.23350E-13,    1.92760E-10,    6.82595E-12,    1.27928E-12,    1.67249E-10,    1.00000E-30,    1.00000E-30,    8.20129E-09,    2.03780E-07,    5.01873E-09,    3.74670E-15,    1.65634E-08,    1.77223E-14,    4.01043E-09,    1.49632E-10,    4.13318E-29,    4.13318E-29,    2.25296E-07,    2.75921E-08,    1.65160E-12,    7.01545E-12,    1.91378E-12,    2.08109E-11,    5.93242E-10,    2.39796E-11,    4.37810E-16,    5.98486E-17,    1.18232E-09,    2.94385E-15,    2.22470E-10,    2.73339E-12,    3.59500E-12,    7.23666E-10,    4.65971E-10,    2.65118E-14,    1.76064E-10,    7.02282E-11,    8.19593E-11,    6.79876E-13,    5.90696E-12,    2.19542E-13,    6.34923E-08,    1.47532E-10,    5.75425E-11,    4.50373E-07,    4.36180E-11,    3.14689E-13,    1.73369E-14,    1.33144E-09,    3.37966E-08,    4.24094E-11,    6.45359E-08,    7.31372E-13,    7.25746E-12,    2.79034E-14,    2.10248E-11,    1.64441E-13,    2.45463E-14,    5.50158E-13,    1.72480E-10,    2.83537E-16,    3.57607E-11,    2.15668E-13,    1.40990E-15,    1.27272E-12,    8.29517E-15,    3.01103E-10,    5.34201E-11,    9.75295E-15,    3.38865E-11,    9.88214E-10,    2.96695E-14,    1.38413E-14,    1.42885E-14,    1.77832E-12,    2.78188E-09,    5.44966E-14,    7.52482E-17,    6.43132E-14,    2.54656E-16,    2.33284E-15,    2.41460E-12,    1.00000E-30,    1.00000E-30,    1.00000E-30,    6.00379E-11,    3.08743E-11,    6.50738E-13,    2.29358E-15,    1.86070E-09,    4.14036E-29,    4.83681E-09,    5.74406E-13,    1.31814E-13,    3.18923E-13,    2.26611E-15,    3.22870E-13,    1.53261E-12,    3.60929E-11,    3.52601E-04,    4.98162E-06,    1.25297E-07
