195,HCN+,NO,NAN,NO+,HCN,NAN,NAN,8.10E-10,0.00,0.0,10,41000
196,HCN+,O2,NAN,O2+,HCN,NAN,NAN,3.20E-10,0.00,0.0,10,41000
197,HCN+,S,NAN,S+,HCN,NAN,NAN,5.70E-10,0.00,0.0,10,41000
198,HCN,CO+,NAN,CO,HCN+,NAN,NAN,3.40E-09,-0.50,0.0,10,41000
199,HCN,N2+,NAN,N2,HCN+,NAN,NAN,3.90E-10,-0.50,0.0,10,41000
200,HCO,H2CO+,NAN,H2CO,HCO+,NAN,NAN,3.60E-10,-0.50,0.0,10,41000
201,HCO,H2S+,NAN,H2S,HCO+,NAN,NAN,7.00E-10,-0.50,0.0,10,41000
202,HCO,O2+,NAN,O2,HCO+,NAN,NAN,3.60E-10,-0.50,0.0,10,41000
203,HCO,S+,NAN,S,HCO+,NAN,NAN,3.60E-10,-0.50,0.0,10,41000
204,HCO,SIO+,NAN,SIO,HCO+,NAN,NAN,6.60E-10,-0.50,0.0,10,300
205,HE+,C2,NAN,C2+,HE,NAN,NAN,5.00E-10,0.00,0.0,10,41000
206,HE+,C2H2,NAN,C2H2+,HE,NAN,NAN,2.54E-10,0.00,0.0,10,41000
207,HE+,C,NAN,C+,HE,NAN,NAN,6.30E-15,0.75,0.0,10,300
208,HE+,CH4,NAN,CH4+,HE,NAN,NAN,5.10E-11,0.00,0.0,10,41000
209,HE+,CH,NAN,CH+,HE,NAN,NAN,5.00E-10,-0.50,0.0,10,41000
210,HE+,H2CO,NAN,H2CO+,HE,NAN,NAN,9.69E-10,-0.50,0.0,10,300
211,HE+,H2O,NAN,H2O+,HE,NAN,NAN,6.05E-11,-0.50,0.0,10,41000
212,HE+,H2S,NAN,H2S+,HE,NAN,NAN,3.08E-10,-0.50,0.0,10,41000
213,HE+,N2,NAN,N2+,HE,NAN,NAN,6.40E-10,0.00,0.0,10,41000
214,HE+,NH3,NAN,NH3+,HE,NAN,NAN,2.64E-10,-0.50,0.0,10,41000
215,HE+,O2,NAN,O2+,HE,NAN,NAN,3.30E-11,0.00,0.0,10,41000
216,HE+,SO2,NAN,SO2+,HE,NAN,NAN,4.30E-10,-0.50,0.0,10,41000
217,HE+,SI,NAN,SI+,HE,NAN,NAN,3.30E-09,0.00,0.0,10,41000
218,MG,C2H2+,NAN,C2H2,MG+,NAN,NAN,3.00E-09,0.00,0.0,10,41000
219,MG,CS+,NAN,CS,MG+,NAN,NAN,2.70E-10,0.00,0.0,10,41000
220,MG,H2CO+,NAN,H2CO,MG+,NAN,NAN,2.90E-09,0.00,0.0,10,41000
221,MG,H2S+,NAN,H2S,MG+,NAN,NAN,2.80E-09,0.00,0.0,10,41000
222,MG,HCO+,NAN,HCO,MG+,NAN,NAN,2.90E-09,0.00,0.0,10,41000
223,MG,HS+,NAN,HS,MG+,NAN,NAN,2.60E-09,0.00,0.0,10,41000
224,MG,N2+,NAN,N2,MG+,NAN,NAN,7.00E-10,0.00,0.0,10,41000
225,MG,NO+,NAN,NO,MG+,NAN,NAN,8.10E-10,0.00,0.0,10,41000
226,MG,O2+,NAN,O2,MG+,NAN,NAN,1.20E-09,0.00,0.0,10,41000
227,MG,S+,NAN,S,MG+,NAN,NAN,2.80E-10,0.00,0.0,10,41000
228,MG,SO+,NAN,SO,MG+,NAN,NAN,1.00E-10,0.00,0.0,10,41000
229,MG,SI+,NAN,SI,MG+,NAN,NAN,2.90E-09,0.00,0.0,10,41000
230,MG,SIO+,NAN,SIO,MG+,NAN,NAN,1.00E-09,0.00,0.0,10,300
231,N+,C2,NAN,C2+,N,NAN,NAN,1.00E-09,0.00,0.0,10,41000
232,N+,C2H,NAN,C2H+,N,NAN,NAN,9.50E-10,0.00,0.0,10,41000
233,N+,CH2,NAN,CH2+,N,NAN,NAN,1.00E-09,0.00,0.0,10,41000
234,N+,CH4,NAN,CH4+,N,NAN,NAN,2.80E-11,0.00,0.0,10,41000
235,N+,CN,NAN,CN+,N,NAN,NAN,1.10E-09,-0.50,0.0,10,41000
236,N+,CO,NAN,CO+,N,NAN,NAN,8.25E-10,0.00,0.0,10,41000
237,N+,H2CO,NAN,H2CO+,N,NAN,NAN,1.88E-09,-0.50,0.0,10,41000
238,N+,H2O,NAN,H2O+,N,NAN,NAN,2.80E-09,-0.50,0.0,10,41000
239,N+,H2S,NAN,H2S+,N,NAN,NAN,1.06E-09,-0.50,0.0,10,41000
240,N+,HCN,NAN,HCN+,N,NAN,NAN,3.70E-09,-0.50,0.0,10,41000
241,N+,HCO,NAN,HCO+,N,NAN,NAN,4.50E-10,-0.50,0.0,10,41000
242,N+,MG,NAN,MG+,N,NAN,NAN,1.20E-09,0.00,0.0,10,41000
243,N+,NH2,NAN,NH2+,N,NAN,NAN,1.00E-09,-0.50,0.0,10,41000
244,N+,NH3,NAN,NH3+,N,NAN,NAN,1.97E-09,-0.50,0.0,10,41000
245,N+,NH,NAN,NH+,N,NAN,NAN,3.70E-10,-0.50,0.0,10,41000
246,N+,NO,NAN,NO+,N,NAN,NAN,4.51E-10,0.00,0.0,10,41000
247,N+,O2,NAN,O2+,N,NAN,NAN,3.11E-10,0.00,0.0,10,41000
248,N+,OCS,NAN,OCS+,N,NAN,NAN,1.02E-09,0.00,0.0,10,41000
249,N+,OH,NAN,OH+,N,NAN,NAN,3.70E-10,-0.50,0.0,10,41000
250,N2+,H2CO,NAN,H2CO+,N2,NAN,NAN,3.77E-10,-0.50,0.0,10,41000
251,N2+,H2S,NAN,H2S+,N2,NAN,NAN,1.50E-10,-0.50,0.0,10,41000
252,N2+,HCO,NAN,HCO+,N2,NAN,NAN,3.70E-10,-0.50,0.0,10,41000
253,N2+,NO,NAN,NO+,N2,NAN,NAN,4.40E-10,0.00,0.0,10,41000
254,N2+,O2,NAN,O2+,N2,NAN,NAN,5.00E-11,0.00,0.0,10,41000
255,N2+,OCS,NAN,OCS+,N2,NAN,NAN,2.60E-10,0.00,0.0,10,41000
256,N2+,S,NAN,S+,N2,NAN,NAN,1.10E-09,0.00,0.0,10,41000
257,N,N2+,NAN,N2,N+,NAN,NAN,1.00E-11,0.00,0.0,10,41000
258,NH+,H2CO,NAN,H2CO+,NH,NAN,NAN,9.90E-10,-0.50,0.0,10,41000
259,NH+,H2O,NAN,H2O+,NH,NAN,NAN,1.05E-09,-0.50,0.0,10,41000
260,NH+,NH3,NAN,NH3+,NH,NAN,NAN,1.80E-09,-0.50,0.0,10,41000
261,NH+,NO,NAN,NO+,NH,NAN,NAN,7.12E-10,0.00,0.0,10,41000
262,NH+,O2,NAN,O2+,NH,NAN,NAN,4.51E-10,0.00,0.0,10,41000
263,NH+,S,NAN,S+,NH,NAN,NAN,6.90E-10,0.00,0.0,10,41000
264,NH2+,H2S,NAN,H2S+,NH2,NAN,NAN,7.20E-10,-0.50,0.0,10,41000
265,NH2+,HCO,NAN,HCO+,NH2,NAN,NAN,4.30E-10,-0.50,0.0,10,41000
266,NH2+,NH3,NAN,NH3+,NH2,NAN,NAN,6.90E-10,-0.50,0.0,10,41000
267,NH2+,NO,NAN,NO+,NH2,NAN,NAN,7.00E-10,0.00,0.0,10,41000
