 545 hocs+    e-                ocs      h                  2.00e-07   -0.50       0.0
 546 hs+      e-                s        h                  2.00e-07   -0.50       0.0
 547 hs2+     e-                hs       s                  1.50e-07   -0.50       0.0
 548 hs2+     e-                s2       h                  1.50e-07   -0.50       0.0
 549 hso+     e-                so       h                  2.00e-07   -0.50       0.0
 550 hso2+    e-                so2      h                  2.00e-07   -0.50       0.0
 551 hso2+    e-                so       o        h         1.00e-07   -0.50       0.0
 552 hso2+    e-                so       oh                 1.00e-07   -0.50       0.0
 553 hsis+    e-                hs       si                 1.50e-07   -0.50       0.0
 554 hsis+    e-                sis      h                  1.50e-07   -0.50       0.0
 555 heh+     e-                he       h                  1.00e-08   -0.60       0.0
 556 n2+      e-                n        n                  1.70e-07   -0.30       0.0
 557 n2h+     e-                n2       h                  2.77e-07   -0.74       0.0
 558 n2h+     e-                n2       h                  2.55e-07   -0.84       0.0
 559 n2h+     e-                n        nh                 2.09e-08   -0.74       0.0
 560 n2h+     e-                n        nh                 1.92e-08   -0.84       0.0
 561 nh+      e-                n        h                  4.30e-08   -0.50       0.0
 562 nh2+     e-                n        h        h         1.78e-07   -0.80      17.1
 563 nh2+     e-                nh       h                  9.21e-08   -0.79      17.1
 564 nh3+     e-                nh2      h                  1.55e-07   -0.50       0.0
 565 nh3+     e-                nh       h        h         1.55e-07   -0.50       0.0
 566 nh4+     e-                nh2      h2                 4.72e-08   -0.60       0.0
 567 nh4+     e-                nh2      h        h         3.77e-08   -0.60       0.0
 568 nh4+     e-                nh3      h                  8.49e-07   -0.60       0.0
 569 no+      e-                o        n                  4.30e-07   -0.37       0.0
 570 ns+      e-                s        n                  2.00e-07   -0.50       0.0
 571 o2+      e-                o        o                  1.95e-07   -0.70       0.0
 572 o2h+     e-                o2       h                  3.00e-07   -0.50       0.0
 573 ocs+     e-                c        so                 1.05e-08   -0.62       0.0
 574 ocs+     e-                cs       o                  4.90e-08   -0.62       0.0
 575 ocs+     e-                s        co                 2.91e-07   -0.62       0.0
 576 oh+      e-                o        h                  3.75e-08   -0.50       0.0
 577 s2+      e-                s        s                  2.00e-07   -0.50       0.0
 578 so+      e-                s        o                  2.00e-07   -0.50       0.0
 579 so2+     e-                s        o        o         1.79e-07   -0.52       0.0
 580 so2+     e-                so       o                  2.81e-07   -0.52       0.0
 581 sic+     e-                si       c                  2.00e-07   -0.50       0.0
 582 sic2+    e-                si       c2                 1.50e-07   -0.50       0.0
 583 sic2+    e-                sic      c                  1.50e-07   -0.50       0.0
 584 sic3+    e-                sic2     c                  1.50e-07   -0.50       0.0
 585 sic3+    e-                sic      c2                 1.50e-07   -0.50       0.0
 586 sih+     e-                si       h                  2.00e-07   -0.50       0.0
 587 sih2+    e-                si       h2                 1.50e-07   -0.50       0.0
 588 sih2+    e-                si       h        h         2.00e-07   -0.50       0.0
 589 sih2+    e-                sih      h                  1.50e-07   -0.50       0.0
 590 sih3+    e-                sih2     h                  1.50e-07   -0.50       0.0
 591 sih3+    e-                sih      h2                 1.50e-07   -0.50       0.0
 592 sih4+    e-                sih2     h2                 1.50e-07   -0.50       0.0
 593 sih4+    e-                sih3     h                  1.50e-07   -0.50       0.0
 594 sih5+    e-                sih3     h2                 1.50e-07   -0.50       0.0
 595 sih5+    e-                sih4     h                  1.50e-07   -0.50       0.0
 596 sio+     e-                si       o                  2.00e-07   -0.50       0.0
 597 sioh+    e-                si       oh                 1.50e-07   -0.50       0.0
 598 sioh+    e-                sio      h                  1.50e-07   -0.50       0.0
 599 sis+     e-                s        si                 2.00e-07   -0.50       0.0
 600 c+       c2h5oh            h3co+    c2h3               1.50e-09   -0.50       0.0
 601 c+       c2h               c3+      h                  1.00e-09    0.00       0.0
 602 c+       ch2               c2h+     h                  5.20e-10    0.00       0.0
 603 c+       ch3               c2h+     h2                 1.00e-09    0.00       0.0
 604 c+       ch3               c2h2+    h                  1.30e-09    0.00       0.0
 605 c+       ch3cch            c2h2+    c2h2               1.90e-10    0.00       0.0
 606 c+       ch3oh             h3co+    ch                 5.20e-10   -0.50       0.0
 607 c+       ch3oh             hco      ch3+               2.08e-09   -0.50       0.0
 608 c+       ch4               c2h2+    h2                 3.89e-10    0.00       0.0
 609 c+       ch                c2+      h                  3.80e-10   -0.50       0.0
 610 c+       co2               co+      co                 1.10e-09    0.00       0.0
 611 c+       h2co              co       ch2+               2.34e-09   -0.50       0.0
 612 c+       h2co              hco+     ch                 7.80e-10   -0.50       0.0
 613 c+       h2cs              cs       ch2+               1.50e-09   -0.50       0.0
 614 c+       h2o               hco+     h                  9.00e-10   -0.50       0.0
 615 c+       h2s               hcs+     h                  1.40e-09   -0.50       0.0
 616 c+       hc3n              c2n+     c2h                1.00e-10   -0.50       0.0
 617 c+       hc3n              c3+      hcn                2.50e-10   -0.50       0.0
 618 c+       hc3n              c4n+     h                  1.40e-09   -0.50       0.0
 619 c+       hco               co       ch+                4.80e-10   -0.50       0.0
 620 c+       hnc               c2n+     h                  3.10e-09   -0.50       0.0
 621 c+       hs                cs+      h                  1.10e-09    0.00       0.0
 622 c+       nh2               hcn+     h                  1.10e-09   -0.50       0.0
 623 c+       nh3               hcn+     h2                 1.20e-10    0.00      -0.5
 624 c+       nh                cn+      h                  7.80e-10   -0.50       0.0
 625 c+       ns                cs+      n                  7.60e-10   -0.50       0.0
 626 c+       o2                co+      o                  3.42e-10    0.00       0.0
 627 c+       o2                co       o+                 4.54e-10    0.00       0.0
 628 c+       ocn               co+      cn                 3.80e-09    0.00       0.0
 629 c+       ocs               cs+      co                 1.60e-09    0.00       0.0
 630 c+       oh                co+      h                  7.70e-10   -0.50       0.0
 631 c+       so2               so+      co                 2.30e-09   -0.50       0.0
 632 c+       so                cs+      o                  2.60e-10   -0.50       0.0
 633 c+       so                s+       co                 2.60e-10   -0.50       0.0
 634 c+       so                s        co+                2.60e-10   -0.50       0.0
 635 c+       sic               si+      c2                 2.50e-09   -0.50       0.0
 636 c+       sih2              sic+     h2                 1.00e-09    0.00       0.0
 637 c+       sih               sic+     h                  1.10e-09    0.00       0.0
 638 c+       sio               si+      co                 5.40e-10   -0.50       0.0
 639 c+       sis               sic+     s                  2.30e-09   -0.50       0.0
 640 c2+      c2                c3+      c                  8.70e-10    0.00       0.0
 641 c2+      hco               co       c2h+               3.80e-10   -0.50       0.0
 642 c2+      o2                co+      co                 8.00e-10    0.00       0.0
 643 c2+      s                 cs+      c                  5.80e-10    0.00       0.0
 644 c2       h2co+             hco      c2h+               8.20e-10    0.00       0.0
 645 c2       hcn+              cn       c2h+               8.40e-10    0.00       0.0
 646 c2       hco+              co       c2h+               8.30e-10    0.00       0.0
 647 c2       hno+              no       c2h+               8.20e-10    0.00       0.0
 648 c2       n2h+              n2       c2h+               8.30e-10    0.00       0.0
 649 c2       o2+               co+      co                 4.10e-10    0.00       0.0
 650 c2       o2h+              o2       c2h+               8.10e-10    0.00       0.0
 651 c2       s+                cs+      c                  8.10e-10    0.00       0.0
 652 c2       sio+              sic+     co                 7.60e-10    0.00       0.0
 653 c2h+     h2co              h3co+    c2                 1.10e-09   -0.50       0.0
 654 c2h+     hcn               c2h2+    cn                 1.40e-09   -0.50       0.0
 655 c2h+     hcn               hcnh+    c2                 1.40e-09   -0.50       0.0
 656 c2h+     hco               co       c2h2+              7.60e-10   -0.50       0.0
 657 c2h+     hnc               hcnh+    c2                 1.40e-09   -0.50       0.0
 658 c2h2+    ch3cn             c3h5+    cn                 1.06e-09   -0.50       0.0
 659 c2h2+    h2s               h3s+     c2h                4.60e-11   -0.50       0.0
 660 c2h2+    hcn               hcnh+    c2h                2.30e-10   -0.50       0.0
 661 c2h2+    hnc               hcnh+    c2h                2.30e-10   -0.50       0.0
 662 c2h2+    si                sic2+    h2                 2.00e-10    0.00       0.0
 663 c2h2+    sih4              si+      c2h4     h2        6.60e-11    0.00       0.0
 664 c2h2+    sih4              sih+     c2h5               4.40e-11    0.00       0.0
 665 c2h2+    sih4              sih2+    c2h4               1.65e-10    0.00       0.0
 666 c2h2+    sih4              sih3+    c2h3               7.26e-10    0.00       0.0
 667 c2h4     s+                hcs+     ch3                6.18e-10    0.00       0.0
 668 c2h      co+               hco+     c2                 3.90e-10    0.00       0.0
 669 c2h      h2co+             hco      c2h2+              7.70e-10    0.00       0.0
 670 c2h      hcn+              c2h2+    cn                 7.90e-10    0.00       0.0
 671 c2h      hco+              co       c2h2+              7.80e-10    0.00       0.0
 672 c2h      hno+              no       c2h2+              7.70e-10    0.00       0.0
 673 c2h      n2h+              n2       c2h2+              7.80e-10    0.00       0.0
 674 c2h      o2h+              o2       c2h2+              7.60e-10    0.00       0.0
 675 c2h      si+               sic2+    h                  1.00e-09    0.00       0.0
 676 c        c2h+              c3+      h                  1.10e-09    0.00       0.0
 677 c        ch+               c2+      h                  1.20e-09    0.00       0.0
 678 c        ch2+              c2h+     h                  1.20e-09    0.00       0.0
 679 c        ch3+              c2h+     h2                 1.20e-09    0.00       0.0
 680 c        ch5+              ch4      ch+                1.20e-09    0.00       0.0
 681 c        h2o+              oh       ch+                1.10e-09    0.00       0.0
 682 c        h2s+              hcs+     h                  1.00e-09    0.00       0.0
 683 c        h3o+              hco+     h2                 1.00e-11    0.00       0.0
 684 c        hcn+              cn       ch+                1.10e-09    0.00       0.0
 685 c        hco+              co       ch+                1.10e-09    0.00       0.0
 686 c        hco2+             co2      ch+                1.00e-09    0.00       0.0
 687 c        hno+              no       ch+                1.00e-09    0.00       0.0
 688 c        hs+               cs+      h                  9.90e-10    0.00       0.0
 689 c        n2h+              n2       ch+                1.10e-09    0.00       0.0
 690 c        nh+               n        ch+                1.60e-09    0.00       0.0
 691 c        o2+               co+      o                  5.20e-11    0.00       0.0
 692 c        o2h+              o2       ch+                1.00e-09    0.00       0.0
 693 c        oh+               o        ch+                1.20e-09    0.00       0.0
 694 c        sih+              sic+     h                  2.00e-10    0.00       0.0
 695 c        sio+              si+      co                 1.00e-09    0.00       0.0
 696 ch+      c2                c3+      h                  1.00e-09    0.00       0.0
 697 ch+      c2h               c3+      h2                 9.80e-10    0.00       0.0
 698 ch+      ch2               c2h+     h2                 1.00e-09    0.00       0.0
 699 ch+      ch3oh             ch3oh2+  c                  1.16e-09   -0.50       0.0
 700 ch+      ch3oh             h2co     ch3+               1.45e-09   -0.50       0.0
 701 ch+      ch3oh             h3co+    ch2                2.90e-10   -0.50       0.0
 702 ch+      ch4               c2h2+    h2       h         1.43e-10    0.00       0.0
 703 ch+      ch                c2+      h2                 7.40e-10   -0.50       0.0
 704 ch+      cn                c2n+     h                  5.50e-10   -0.50       0.0
 705 ch+      co2               hco+     co                 1.60e-09    0.00       0.0
 706 ch+      h2co              co       ch3+               9.60e-10   -0.50       0.0
 707 ch+      h2co              h3co+    c                  9.60e-10   -0.50       0.0
 708 ch+      h2co              hco+     ch2                9.60e-10   -0.50       0.0
 709 ch+      h2o               h2co+    h                  5.80e-10   -0.50       0.0
 710 ch+      h2o               h3o+     c                  5.80e-10   -0.50       0.0
 711 ch+      h2o               hco+     h2                 2.90e-09   -0.50       0.0
 712 ch+      h2s               h3s+     c                  6.30e-10   -0.50       0.0
 713 ch+      h2s               hcs+     h2                 1.47e-09   -0.50       0.0
 714 ch+      hcn               c2n+     h2                 3.60e-10   -0.50       0.0
 715 ch+      hcn               c2nh+    h                  2.40e-10   -0.50       0.0
 716 ch+      hcn               hcnh+    c                  1.80e-09   -0.50       0.0
 717 ch+      hco               co       ch2+               4.60e-10   -0.50       0.0
 718 ch+      hnc               hcnh+    c                  1.80e-09   -0.50       0.0
 719 ch+      n                 cn+      h                  1.90e-10    0.00       0.0
 720 ch+      nh2               hcn+     h2                 1.10e-09   -0.50       0.0
 721 ch+      nh3               nh4+     c                  4.05e-10   -0.50       0.0
 722 ch+      nh                cn+      h2                 7.60e-10   -0.50       0.0
 723 ch+      o2                co+      oh                 1.00e-11    0.00       0.0
 724 ch+      o2                hco+     o                  9.70e-10    0.00       0.0
 725 ch+      o2                hco      o+                 1.00e-11    0.00       0.0
 726 ch+      o                 co+      h                  3.50e-10    0.00       0.0
 727 ch+      ocs               hcs+     co                 1.05e-09    0.00       0.0
 728 ch+      ocs               hocs+    c                  8.55e-10    0.00       0.0
 729 ch+      oh                co+      h2                 7.50e-10   -0.50       0.0
 730 ch+      s                 cs+      h                  4.70e-10    0.00       0.0
 731 ch+      s                 hs+      c                  4.70e-10    0.00       0.0
 732 ch2+     co2               h2co+    co                 1.60e-09    0.00       0.0
 733 ch2+     h2co              hco+     ch3                2.81e-09   -0.50       0.0
 734 ch2+     h2o               h3co+    h                  1.20e-09   -0.50       0.0
 735 ch2+     h2s               h3cs+    h                  1.84e-09   -0.50       0.0
 736 ch2+     h2s               h3s+     ch                 2.30e-10   -0.50       0.0
 737 ch2+     h2s               hcs+     h2       h         2.30e-10   -0.50       0.0
 738 ch2+     hco               co       ch3+               4.50e-10   -0.50       0.0
 739 ch2+     nh3               nh4+     ch                 1.26e-09   -0.50       0.0
 740 ch2+     o2                hco+     oh                 9.10e-10    0.00       0.0
 741 ch2+     o                 hco+     h                  7.50e-10    0.00       0.0
 742 ch2+     ocs               h2cs+    co                 7.20e-10    0.00       0.0
 743 ch2+     ocs               hcs+     hco                1.08e-09    0.00       0.0
 744 ch2+     s                 hcs+     h                  1.40e-09    0.00       0.0
 745 ch2      c2h+              c2       ch3+               4.40e-10    0.00       0.0
 746 ch2      ch5+              ch4      ch3+               9.60e-10    0.00       0.0
 747 ch2      co+               hco+     ch                 4.30e-10    0.00       0.0
 748 ch2      h2co+             hco      ch3+               4.30e-10    0.00       0.0
 749 ch2      h2o+              oh       ch3+               4.70e-10    0.00       0.0
 750 ch2      h3o+              h2o      ch3+               9.40e-10    0.00       0.0
 751 ch2      hcn+              cn       ch3+               8.70e-10    0.00       0.0
 752 ch2      hcnh+             hcn      ch3+               4.35e-10    0.00       0.0
 753 ch2      hcnh+             hnc      ch3+               4.35e-10    0.00       0.0
 754 ch2      hco+              co       ch3+               8.60e-10    0.00       0.0
 755 ch2      hno+              no       ch3+               8.60e-10    0.00       0.0
 756 ch2      n2h+              n2       ch3+               8.60e-10    0.00       0.0
 757 ch2      nh+               ch3+     n                  1.40e-09    0.00       0.0
 758 ch2      nh2+              ch3+     nh                 4.90e-10    0.00       0.0
 759 ch2      nh3+              nh2      ch3+               9.60e-10    0.00       0.0
 760 ch2      o2+               h2co+    o                  4.30e-10    0.00       0.0
 761 ch2      o2h+              o2       ch3+               8.50e-10    0.00       0.0
 762 ch2      oh+               o        ch3+               4.80e-10    0.00       0.0
 763 ch2      s+                hcs+     h                  1.00e-11    0.00       0.0
 764 ch2      sio+              h2co     si+                8.20e-10    0.00       0.0
 765 ch3+     c2h4              c3h5+    h2                 5.24e-10    0.00       0.0
 766 ch3+     ch3cn             hcnh+    c2h4               1.04e-09   -0.50       0.0
 767 ch3+     ch3oh             h3co+    ch4                2.30e-09   -0.50       0.0
 768 ch3+     h2co              hco+     ch4                1.60e-09   -0.50       0.0
 769 ch3+     h2s               h3cs+    h2                 1.30e-09   -0.50       0.0
 770 ch3+     hco               co       ch4+               4.40e-10   -0.50       0.0
 771 ch3+     hs                h2cs+    h2                 1.00e-09    0.00       0.0
 772 ch3+     nh3               nh4+     ch2                3.04e-10   -0.50       0.0
 773 ch3+     o2                h3co+    o                  5.00e-12    0.00       0.0
 774 ch3+     o                 h2co+    h                  4.00e-11    0.00       0.0
 775 ch3+     o                 hco+     h2                 4.00e-10    0.00       0.0
 776 ch3+     ocs               h3cs+    co                 1.30e-09    0.00       0.0
 777 ch3+     oh                h2co+    h2                 7.20e-10   -0.50       0.0
 778 ch3+     s                 hcs+     h2                 1.40e-09    0.00       0.0
 779 ch3+     so                hocs+    h2                 9.50e-10   -0.50       0.0
 780 ch3+     sih4              sih3+    ch4                1.80e-09    0.00       0.0
 781 ch3      s+                h2cs+    h                  1.00e-11    0.00       0.0
 782 ch3oh2+  nh3               ch3oh    nh4+               1.00e-09    0.00       0.0
 783 ch3oh    s2+               h2s2+    h2co               7.83e-10   -0.50       0.0
 784 ch4+     ch3oh             ch3oh2+  ch3                1.20e-09   -0.50       0.0
 785 ch4+     ch4               ch5+     ch3                1.50e-09    0.00       0.0
 786 ch4+     co2               hco2+    ch3                1.20e-09    0.00       0.0
 787 ch4+     co                hco+     ch3                1.40e-09    0.00       0.0
 788 ch4+     h2co              h3co+    ch3                1.98e-09   -0.50       0.0
 789 ch4+     h2o               h3o+     ch3                2.60e-09   -0.50       0.0
 790 ch4+     h2s               h3s+     ch3                1.16e-09   -0.50       0.0
 791 ch4+     nh3               nh4+     ch3                1.15e-09   -0.50       0.0
 792 ch4+     ocs               hocs+    ch3                9.80e-10    0.00       0.0
 793 ch4      c2+               c2h+     ch3                2.38e-10    0.00       0.0
 794 ch4      c2+               c2h2+    ch2                1.82e-10    0.00       0.0
 795 ch4      c2h+              c2h2+    ch3                3.74e-10    0.00       0.0
 796 ch4      c2h2+             c3h5+    h                  6.64e-10    0.00       0.0
 797 ch4      co+               hco+     ch3                4.55e-10    0.00       0.0
 798 ch4      cs+               hcs+     ch3                5.00e-10    0.00       0.0
 799 ch4      h2co+             h3co+    ch3                9.35e-11    0.00       0.0
 800 ch4      h2o+              h3o+     ch3                1.40e-09    0.00       0.0
 801 ch4      hcn+              hcnh+    ch3                1.04e-09    0.00       0.0
 802 ch4      hco2+             co2      ch5+               7.80e-10    0.00       0.0
 803 ch4      hno+              no       ch5+               1.00e-10    0.00       0.0
 804 ch4      hs+               h3cs+    h2                 2.20e-10    0.00       0.0
 805 ch4      n2+               n2       ch2+     h2        7.00e-11    0.00       0.0
 806 ch4      n2+               n2       ch3+     h         9.30e-10    0.00       0.0
 807 ch4      n2h+              n2       ch5+               8.90e-10    0.00       0.0
 808 ch4      nh3+              nh4+     ch3                4.80e-10    0.00       0.0
 809 ch4      oh+               ch5+     o                  1.95e-10    0.00       0.0
 810 ch4      oh+               h3o+     ch2                1.31e-09    0.00       0.0
 811 ch4      s+                h3cs+    h                  3.80e-10    0.00       0.0
 812 ch4      s+                hcs+     h2       h         2.00e-11    0.00       0.0
 813 ch5+     c2                c2h+     ch4                9.50e-10    0.00       0.0
 814 ch5+     c2h               c2h2+    ch4                9.00e-10    0.00       0.0
 815 ch5+     co2               hco2+    ch4                3.20e-11    0.00       0.0
 816 ch5+     co                hco+     ch4                1.00e-09    0.00       0.0
 817 ch5+     h2co              h3co+    ch4                4.50e-09   -0.50       0.0
 818 ch5+     h2o               h3o+     ch4                3.70e-09   -0.50       0.0
 819 ch5+     h2s               h3s+     ch4                1.50e-09   -0.50       0.0
 820 ch5+     hcn               hcnh+    ch4                1.20e-09   -0.50       0.0
 821 ch5+     hco               h2co+    ch4                8.50e-10   -0.50       0.0
 822 ch5+     hcl               h2cl+    ch4                2.06e-09   -0.50       0.0
 823 ch5+     hnc               hcnh+    ch4                1.20e-09   -0.50       0.0
 824 ch5+     mg                mg+      ch4      h         1.40e-09    0.00       0.0
 825 ch5+     s                 hs+      ch4                1.30e-09    0.00       0.0
 826 ch5+     sih4              sih3+    ch4      h2        2.00e-09    0.00       0.0
 827 ch       c2+               c3+      h                  3.20e-10   -0.50       0.0
 828 ch       c2h+              c2       ch2+               3.20e-10   -0.50       0.0
 829 ch       ch3+              c2h2+    h2                 7.10e-10   -0.50       0.0
 830 ch       ch5+              ch4      ch2+               6.90e-10   -0.50       0.0
 831 ch       co+               hco+     c                  3.20e-10   -0.50       0.0
 832 ch       h2co+             hco      ch2+               3.10e-10   -0.50       0.0
 833 ch       h2o+              oh       ch2+               3.40e-10   -0.50       0.0
 834 ch       h3co+             h2co     ch2+               6.20e-10   -0.50       0.0
 835 ch       h3o+              h2o      ch2+               6.80e-10   -0.50       0.0
 836 ch       hcn+              cn       ch2+               6.30e-10   -0.50       0.0
 837 ch       hcnh+             hcn      ch2+               3.15e-10   -0.50       0.0
 838 ch       hcnh+             hnc      ch2+               3.15e-10   -0.50       0.0
 839 ch       hco+              co       ch2+               6.30e-10   -0.50       0.0
 840 ch       hno+              no       ch2+               6.20e-10   -0.50       0.0
 841 ch       hs+               s        ch2+               5.80e-10   -0.50       0.0
 842 ch       n+                cn+      h                  3.60e-10   -0.50       0.0
 843 ch       n2h+              n2       ch2+               6.30e-10   -0.50       0.0
 844 ch       nh+               ch2+     n                  9.90e-10   -0.50       0.0
 845 ch       nh2+              nh       ch2+               3.50e-10   -0.50       0.0
 846 ch       nh3+              nh4+     c                  6.90e-10   -0.50       0.0
 847 ch       o+                co+      h                  3.50e-10   -0.50       0.0
 848 ch       o2+               hco+     o                  3.10e-10   -0.50       0.0
 849 ch       o2h+              o2       ch2+               6.20e-10   -0.50       0.0
 850 ch       oh+               o        ch2+               3.50e-10   -0.50       0.0
 851 ch       s+                cs+      h                  6.20e-10   -0.50       0.0
 852 ch       si+               sic+     h                  6.30e-10   -0.50       0.0
 853 ch       sih+              si       ch2+               6.00e-10   -0.50       0.0
 854 ch       sio+              hco+     si                 5.90e-10   -0.50       0.0
 855 cn+      h2co              hco+     hcn                5.20e-10   -0.50       0.0
 856 cn+      hcn               c2n2+    h                  3.15e-10   -0.50       0.0
 857 cn+      hco               co       hcn+               3.70e-10   -0.50       0.0
 858 cn+      o2                no+      co                 8.60e-11    0.00       0.0
 859 cn       hno+              no       hcn+               8.70e-10   -0.50       0.0
 860 cn       o2h+              o2       hcn+               8.60e-10   -0.50       0.0
 861 co+      h2co              hco+     hco                1.65e-09   -0.50       0.0
 862 co+      h2s               hs       hco+               1.56e-10   -0.50       0.0
 863 co+      so2               so+      co2                1.70e-09   -0.50       0.0
 864 co       h2cl+             hcl      hco+               7.80e-10    0.00       0.0
 865 co       hco2+             co2      hco+               7.80e-10    0.00       0.0
 866 co       hno+              no       hco+               1.00e-10    0.00       0.0
 867 co       n2h+              hco+     n2                 8.80e-10    0.00       0.0
 868 co       o2h+              o2       hco+               8.40e-10    0.00       0.0
 869 co       so2+              so+      co2                3.00e-10    0.00       0.0
 870 co       sih4+             sih3     hco+               1.00e-09    0.00       0.0
 871 co       sio+              co2      si+                7.90e-10    0.00       0.0
 872 h+       c2h3              c2h2+    h2                 2.00e-09   -0.50       0.0
 873 h+       c2h4              c2h2+    h2       h         1.00e-09    0.00       0.0
 874 h+       c2h               c2+      h2                 1.50e-09    0.00       0.0
 875 h+       ch2               ch+      h2                 1.40e-09    0.00       0.0
 876 h+       ch3cn             ch3+     hcn                3.00e-09   -0.50       0.0
 877 h+       ch3oh             ch3+     h2o                5.90e-10   -0.50       0.0
 878 h+       ch3oh             h3co+    h2                 3.84e-09   -0.50       0.0
 879 h+       ch3oh             hco+     h2       h2        8.85e-10   -0.50       0.0
 880 h+       ch4               ch3+     h2                 2.30e-09    0.00       0.0
 881 h+       co2               hco+     o                  3.50e-09    0.00       0.0
 882 h+       h2co              co+      h2       h         1.06e-09   -0.50       0.0
 883 h+       h2co              hco+     h2                 3.57e-09   -0.50       0.0
 884 h+       h2s               hs+      h2                 9.90e-10   -0.50       0.0
 885 h+       h2s               s+       h2       h         3.30e-10   -0.50       0.0
 886 h+       h2sio             sioh+    h2                 1.50e-09   -0.50       0.0
 887 h+       hco               co+      h2                 9.40e-10   -0.50       0.0
 888 h+       hco               co       h2+                9.40e-10   -0.50       0.0
 889 h+       hcs               cs+      h2                 4.00e-09   -0.50       0.0
 890 h+       hno               no+      h2                 4.00e-09   -0.50       0.0
 891 h+       hs                s+       h2                 1.60e-09    0.00       0.0
 892 h+       no2               no+      oh                 1.90e-09    0.00       0.0
 893 h+       ocs               hs+      co                 2.10e-09    0.00       0.0
 894 h+       sih2              sih+     h2                 1.50e-09    0.00       0.0
 895 h+       sih3              sih2+    h2                 1.50e-09    0.00       0.0
 896 h+       sih4              sih3+    h2                 1.50e-09    0.00       0.0
 897 h+       sih               si+      h2                 1.70e-09    0.00       0.0
 898 h2+      c2                c2h+     h                  1.10e-09    0.00       0.0
 899 h2+      c2h4              c2h2+    h2       h2        8.82e-10    0.00       0.0
 900 h2+      c2h               c2h2+    h                  1.00e-09    0.00       0.0
 901 h2+      c                 ch+      h                  2.40e-09    0.00       0.0
 902 h2+      ch2               ch3+     h                  1.00e-09    0.00       0.0
 903 h2+      ch4               ch3+     h2       h         2.30e-09    0.00       0.0
 904 h2+      ch4               ch5+     h                  1.14e-10    0.00       0.0
 905 h2+      ch                ch2+     h                  7.10e-10   -0.50       0.0
 906 h2+      cn                hcn+     h                  1.20e-09   -0.50       0.0
 907 h2+      co2               hco2+    h                  2.35e-09    0.00       0.0
 908 h2+      co                hco+     h                  2.16e-09    0.00       0.0
 909 h2+      h2                h3+      h                  2.08e-09    0.00       0.0
 910 h2+      h2co              hco+     h2       h         1.40e-09   -0.50       0.0
 911 h2+      h2o               h3o+     h                  3.40e-09   -0.50       0.0
 912 h2+      h2s               hs+      h2       h         8.60e-10   -0.50       0.0
 913 h2+      h2s               s+       h2       h2        7.70e-10   -0.50       0.0
 914 h2+      hco               co       h3+                1.00e-09   -0.50       0.0
 915 h2+      he                heh+     h                  1.30e-10    0.00       0.0
 916 h2+      n2                n2h+     h                  2.00e-09    0.00       0.0
 917 h2+      n                 nh+      h                  1.90e-09    0.00       0.0
 918 h2+      nh                nh2+     h                  7.60e-10   -0.50       0.0
 919 h2+      no                hno+     h                  1.10e-09    0.00       0.0
 920 h2+      o2                o2h+     h                  1.90e-09    0.00       0.0
 921 h2+      o                 oh+      h                  1.50e-09    0.00       0.0
 922 h2+      oh                h2o+     h                  7.60e-10   -0.50       0.0
 923 h2       c+                ch+      h                  1.00e-10    0.00    4640.0
 924 h2       c2+               c2h+     h                  1.10e-09    0.00       0.0
 925 h2       c2h+              c2h2+    h                  1.10e-09    0.00       0.0
 926 h2       ch+               ch2+     h                  1.20e-09    0.00       0.0
 927 h2       ch2+              ch3+     h                  1.60e-09    0.00       0.0
 928 h2       ch4+              ch5+     h                  4.89e-11   -0.14     -36.1
 929 h2       cn+               hcn+     h                  1.00e-09    0.00       0.0
 930 h2       co+               hco+     h                  7.50e-10    0.00       0.0
 931 h2       cs+               hcs+     h                  4.50e-10    0.00       0.0
 932 h2       cl+               hcl+     h                  1.00e-09    0.00       0.0
 933 h2       h2o+              h3o+     h                  6.40e-10    0.00       0.0
 934 h2       h2s+              h3s+     h                  6.00e-10    0.00    2900.0
 935 h2       hcn+              hcnh+    h                  9.00e-10    0.00       0.0
 936 h2       hcl+              h2cl+    h                  1.30e-09    0.00       0.0
 937 h2       hs+               h2s+     h                  2.00e-10    0.00    6380.0
 938 h2       he+               he       h+       h         3.70e-14    0.00      35.0
 939 h2       heh+              he       h3+                1.50e-09    0.00       0.0
 940 h2       n+                nh+      h                  1.00e-09    0.00      85.0
 941 h2       n2+               n2h+     h                  2.00e-09    0.00       0.0
 942 h2       nh+               n        h3+                2.25e-10    0.00       0.0
 943 h2       nh+               nh2+     h                  1.28e-09    0.00       0.0
 944 h2       nh2+              nh3+     h                  2.70e-10    0.00       0.0
 945 h2       nh3+              nh4+     h                  3.09e-13    1.08     -50.9
 946 h2       o+                oh+      h                  1.70e-09    0.00       0.0
 947 h2       o2h+              o2       h3+                6.40e-10    0.00       0.0
 948 h2       oh+               h2o+     h                  1.01e-09    0.00       0.0
 949 h2       s+                hs+      h                  1.10e-10    0.00    9860.0
 950 h2       so2+              hso2+    h                  5.00e-11    0.00       0.0
 951 h2       sih4+             sih5+    h                  1.00e-09    0.00       0.0
 952 h2       sio+              sioh+    h                  3.20e-10    0.00       0.0
 953 h2co+    ch3oh             ch3oh2+  hco                2.16e-09   -0.50       0.0
 954 h2co+    h2co              h3co+    hco                3.20e-09   -0.50       0.0
 955 h2co+    o2                o2h      hco+               7.70e-11    0.00       0.0
