!MOLECULE
o-H2O
!MOLECULAR WEIGHT
18.0
!NUMBER OF ENERGY LEVELS
45
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J_K+_K-
    1    23.794356          9.0     1_0_1
    2    42.371741          9.0     1_1_0
    3    79.496382         15.0     2_1_2
    4   134.901638         15.0     2_2_1
    5   136.761650         21.0     3_0_3
    6   173.365803         21.0     3_1_2
    7   212.156362         21.0     3_2_1
    8   224.838381         27.0     4_1_4
    9   285.418572         21.0     3_3_0
   10   300.362281         27.0     4_2_3
   11   325.347901         33.0     5_0_5
   12   382.516882         27.0     4_3_2
   13   399.457517         33.0     5_1_4
   14   446.510668         33.0     5_2_3
   15   447.252352         39.0     6_1_6
   16   488.107691         27.0     4_4_1
   17   508.812051         33.0     5_3_2
   18   552.911385         39.0     6_2_5
   19   586.243543         45.0     7_0_7
   20   610.341162         33.0     5_4_1
   21   648.978689         39.0     6_3_4
   22   704.214046         45.0     7_1_6
   23   742.076279         33.0     5_5_0
   24   744.162650         51.0     8_1_8
   25   756.724775         39.0     6_4_3
   26   782.409821         45.0     7_2_5
   27   842.356584         45.0     7_3_4
   28   885.600201         51.0     8_2_7
   29   888.598736         39.0     6_5_2
   30   920.168338         57.0     9_0_9
   31   931.237098         45.0     7_4_3
   32  1006.115935         51.0     8_3_6
   33  1045.057941         39.0     6_6_1
   34  1059.835441         45.0     7_5_2
   35  1079.079575         57.0     9_1_8
   36  1114.549917         63.0    10_1_10
   37  1122.708534         51.0     8_4_5
   38  1201.921493         57.0     9_2_7
   39  1216.194499         45.0     7_6_1
   40  1255.166744         51.0     8_5_4
   41  1282.919106         57.0     9_3_6
   42  1293.634040         63.0    10_2_9
   43  1327.109999         69.0    11_0_11
   44  1360.235330         57.0     9_4_5
   45  1394.814186         45.0     7_7_0
!NUMBER OF RADIATIVE TRANSITIONS
158
!TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_u(K)
    1     2     1   3.458E-03     556.93607        61.0
    2     3     1   5.593E-02    1669.90496       114.4
    3     4     2   2.564E-01    2773.97691       194.1
    4     4     3   3.058E-02    1661.00802       194.1
    5     5     3   5.048E-02    1716.76979       196.8
    6     6     4   2.634E-03    1153.12682       249.4
    7     6     5   1.648E-02    1097.36505       249.4
    8     7     3   3.318E-01    3977.04671       305.3
    9     7     6   2.288E-02    1162.91187       305.3
   10     8     5   2.463E-01    2640.47434       323.5
   11     8     7   2.992E-05     380.19742       323.5
   12     9     4   1.243E+00    4512.38479       410.7
   13     9     5   8.505E-03    4456.62303       410.7
   14     9     7   6.619E-02    2196.34611       410.7
   15    10     6   4.838E-01    3807.25916       432.2
   16    10     8   8.084E-02    2264.14988       432.2
   17    10     9   5.263E-05     448.00119       432.2
   18    12     5   9.112E-02    7367.55754       550.4
   19    12     7   1.374E+00    5107.28062       550.4
   20    16     6   1.668E-02    9435.72575       702.3
   21    16     9   3.386E+00    6076.46777       702.3
   22    12    10   1.229E-01    2462.93332       550.4
   23    16     8   2.688E-03    7892.61646       702.3
   24    16    12   1.528E-01    3165.53326       702.3
   25    12    11   2.499E-04    1713.88317       550.4
   26    16    13   1.654E-04    2657.66573       702.3
   27    11     8   3.902E-01    3013.20003       468.1
   28    13    10   1.566E-01    2970.80085       574.7
   29    14     8   4.061E-01    6645.56891       642.4
   30    14    12   1.118E-02    1918.48571       642.4
   31    17    10   1.634E+00    6249.16777       732.1
   32    17    16   1.039E-04     620.70118       732.1
   33    20     8   2.676E-02   11557.08425       878.2
   34    20    12   3.769E+00    6830.00105       878.2
   35    23    10   1.360E-02   13242.25437      1067.7
   36    23    16   7.063E+00    7613.78779      1067.7
   37    13    11   7.579E-02    2221.75071       574.7
   38    14    13   4.314E-02    1410.61818       642.4
   39    17    11   3.821E-02    5500.11762       732.1
   40    17    14   8.174E-02    1867.74874       732.1
   41    20    13   2.918E-02    6322.13351       878.2
