1821,CS+,FREEZE,,#CS,,,,1,1,0,,,
1822,SO+,FREEZE,,#SO,,,,1,1,0,,,
1823,HCS+,FREEZE,,#H2CS,,,,1,1,0,,,
1826,OCS+,FREEZE,,#OCS,,,,1,1,0,,,
1827,NO2,FREEZE,,#NO2,,,,1,0,0,,,
1828,OCN,FREEZE,,#OCN,,,,5.0E-01,0,0,,,
1829,HNO,FREEZE,,#HNO,,,,1,0,0,,,
1830,HNO+,FREEZE,,#HNO,,,,1,1,0,,,
1831,H2NO+,FREEZE,,#HNO,,,,1,1,0,,,
1832,O2H+,FREEZE,,#O2,,,,1,1,0,,,
1833,H3CO+,FREEZE,,#H2CO,,,,1,1,0,,,
1834,H2CN,FREEZE,,#H2CN,,,,1,0,0,,,
1835,NS+,FREEZE,,#NS,,,,1,1,0,,,
1836,C2H2+,FREEZE,,#C2H2,,,,1,1,0,,,
1837,H3S+,FREEZE,,#H2S,,,,1,1,0,,,
1838,H2CS+,FREEZE,,#HCS,,,,1,1,0,,,
1839,H2S2+,FREEZE,,#HS2,H,,1,1,0,,,
1840,HS2,FREEZE,,#HS2,,,,1,0,0,,,
1841,S2,FREEZE,,#S2,,,,1,0,0,,,
1842,S2+,FREEZE,,#S2,,,,1,1,0,,,
1843,H3CS+,FREEZE,,#H2CS,,,,1,1,0,,,
1844,HSO+,FREEZE,,#SO,,,,1,1,0,,,
1845,SO2+,FREEZE,,#SO2,,,,1,1,0,,,
1846,HOCS+,FREEZE,,#OCS,,,,1,1,0,,,
1847,MG+,FREEZE,,#MG,,,,1,1,0,,,
1848,MG,FREEZE,,#MG,,,,1,0,0,,,
1849,NH4+,FREEZE,,#NH3,H,,,1,1,0,,,
1850,HCNH+,FREEZE,,#HCN,H,,,1,1,0,,,
1851,N2H+,FREEZE,,#N2,H,,,1,1,0,,,
1852,HNS+,FREEZE,,#NS,H,,,1,1,0,,,
1853,C3+,FREEZE,,#CH3CCH,,,,1,1,0,,,
1854,H2S+,FREEZE,,#H2S,,,,1,1,0,,,
1855,O2H,FREEZE,,#O2H,,,,1,0,0,,,
1856,HSO2+,FREEZE,,#SO2,H,,,1,1,0,,,
1857,CO,FREEZE,,#CH3OH,,,,1.0E-01,0,0,,,
1858,HNC,FREEZE,,#HNC,,,,1,0,0,,,
1859,C2H2,FREEZE,,#C2H2,,,,1,0,0,,,
1860,CH3CN,FREEZE,,#CH3CN,,,,1,0,0,,,
1861,C2H4,FREEZE,,#C2H4,,,,1,0,0,,,
1862,C2H5,FREEZE,,#C2H5,,,,1,0,0,,,
1863,HC3N,FREEZE,,#HC3N,,,,5.0E-01,0,0,,,
1864,C2H3,FREEZE,,#C2H3,,,,1,0,0,,,
1865,CH2CO,FREEZE,,#CH2CO,,,,1,0,0,,,
1866,C3H5+,FREEZE,,#CH3CCH,,,,1,1,0,,,
1867,CH3CCH,FREEZE,,#CH3CCH,,,,1,0,0,,,
1868,C2H5OH,FREEZE,,#C2H5OH,,,,1,0,0,,,
1870,CH3OH2+,FREEZE,,#CH3OH,,,,1,1,0,,,
1871,HCOOCH3,FREEZE,,#HCOOCH3,,,,1,0,0,,,
1872,CH3OH,FREEZE,,#CH3OH,,,,1,0,0,,,
1873,CH3CNH,FREEZE,,#CH3CNH,,,,1,0,0,,,
1874,CH3CNH+,FREEZE,,#CH3CNH,,,,1,1,0,,,
1875,CO,FREEZE,,#H2CO,,,,2.0E-01,0,0,,,
1876,S,FREEZE,,#H2S,,,,5.0E-01,0,0,,,
1877,S,FREEZE,,#S,,,,2.5E-01,0,0,,,
1878,HNCO,FREEZE,,#HNCO,,,,1,0,0,,,
1879,HNCO+,FREEZE,,#HNCO,,,,1,1,0,,,
1880,OCN,FREEZE,,#HNCO,,,,5.0E-01,0,0,,,
1881,C2N,FREEZE,,#CH3CNH,,,,1,0,0,,,
1882,C2N+,FREEZE,,#CH3CNH,,,,1,1,0,,,
1883,C3N,FREEZE,,#HC3N,,,,1,0,0,,,
1884,C2NH+,FREEZE,,#CH3CNH,,,,1,1,0,,,
1885,C2N2+,FREEZE,,#NCCN,,,,1,1,0,,,
1886,C4N+,FREEZE,,#C4N,,,,1,1,0,,,
1887,H5C2O2+,FREEZE,,#CH3OH,#H2O,,,1,1,0,,,
1890,CO,FREEZE,,#HCO,,,,2.0E-01,0,0,,,
1893,H2CO,FREEZE,,#CH3OH,,,,3.0E-01,0,0,,,
1894,HC3N,FREEZE,,#C2H5CN,,,,5.0E-01,0,0,,,
1895,C2H5CN,FREEZE,,#C2H5CN,,,,1,0,0,,,
1898,HS2+,FREEZE,,#HS2,,,,1,1,0,,,
1821,SI,FREEZE,,#SI,,,,5.0E-01,0,0,,,
1822,SI,FREEZE,,#SIH4,,,,5.0E-01,0,0,,,
1823,SIO,FREEZE,,#SIO,,,,5.0E-01,0,0,,,
1824,SIO,FREEZE,,#H2SIO,,,,5.0E-01,0,0,,,
1825,SIH,FREEZE,,#SIH4,,,,1,0,0,,,
1826,SI+,FREEZE,,#SIH4,,,,5.0E-01,1,0,,,
1827,SI+,FREEZE,,#SI,,,,5.0E-01,1,0,,,
1828,SIH+,FREEZE,,#SIH4,,,,1,1,0,,,
1829,SIH2,FREEZE,,#SIH4,,,,1,0,0,,,
1830,SIH2+,FREEZE,,#SIH4,,,,1,1,0,,,
1831,SIH3,FREEZE,,#SIH4,,,,1,0,0,,,
1832,SIH3+,FREEZE,,#SIH4,,,,1,1,0,,,
1833,SIH4,FREEZE,,#SIH4,,,,1,0,0,,,
1834,SIH4+,FREEZE,,#SIH4,,,,1,1,0,,,
1835,SIC,FREEZE,,#SIC,,,,1,0,0,,,
1836,SIC2,FREEZE,,#SIC2,,,,1,0,0,,,
1837,SIC+,FREEZE,,#SIC,,,,1,1,0,,,
1838,SIC2+,FREEZE,,#SIC2,,,,1,1,0,,,
1839,SIC3,FREEZE,,#SIC3,,,,1,0,0,,,
1840,SIC3+,FREEZE,,#SIC3,,,,1,1,0,,,
1841,SIO+,FREEZE,,#SIO,,,,5.0E-01,1,0,,,
1842,SIO+,FREEZE,,#H2SIO,,,,5.0E-01,1,0,,,
1843,SIOH+,FREEZE,,#H2SIO,,,,1,1,0,,,
1844,SIS,FREEZE,,#SIS,,,,1,0,0,,,
1845,SIS+,FREEZE,,#SIS,,,,1,1,0,,,
1846,HSIS+,FREEZE,,#SIS,,,,1,1,0,,,
1847,H2SIO,FREEZE,,#H2SIO,,,,1,0,0,,,
1848,SIH5+,FREEZE,,#SIH4,,,,1,1,0,,,
1849,#SI,#S,,#SIS,,,,1,0,0,,,
1860,#CO,DESOH2,,CO,,,,1,0,1300,,,!MINISSALE ET AL. 2014
1861,#H2O,DESOH2,,H2O,,,,1,0,5770,,,
1862,#CO2,DESOH2,,CO2,,,,1,0,2982,,,!BURKE ET AL.2015
1863,#CH4,DESOH2,,CH4,,,,1,0,1300,,,
1864,#N2,DESOH2,,N2,,,,1,0,790,,,!FUCHS ET AL. 2006
1865,#HCN,DESOH2,,HCN,,,,1,0,2050,,,
1866,#C2H,DESOH2,,C2H,,,,1,0,2137,,,
1867,#NH3,DESOH2,,NH3,,,,1,0,5534,,,
1868,#O2,DESOH2,,O2,,,,1,0,1200,,,!NOBLE ET AL.2012
1869,#CS,DESOH2,,CS,,,,1,0,1900,,,
1870,#SO,DESOH2,,SO,,,,1,0,2600,,,
1871,#H2S,DESOH2,,H2S,,,,1,0,2743,,,
1872,#HCS,DESOH2,,HCS,,,,1,0,2350,,,
1873,#OCS,DESOH2,,OCS,,,,1,0,2888,,,
1874,#SO2,DESOH2,,SO2,,,,1,0,3405,,,
1875,#NS,DESOH2,,NS,,,,1,0,1900,,,
1876,#H2CS,DESOH2,,H2CS,,,,1,0,2700,,,
1877,#MG,DESOH2,,MG,,,,1,0,5300,,,
1878,#OCN,DESOH2,,OCN,,,,1,0,2400,,,
1879,#H2CN,DESOH2,,H2CN,,,,1,0,2400,,,
1880,#S2,DESOH2,,S2,,,,1,0,2200,,,
1881,#HS2,DESOH2,,HS2,,,,1,0,2650,,,
1882,#O2H,DESOH2,,O2H,,,,1,0,4000,,,!MINISSALE ET AL. SUBMITTED
1883,#NO2,DESOH2,,NO2,,,,1,0,2400,,,
1884,#HNO,DESOH2,,HNO,,,,1,0,2050,,,
1885,#CH3OH,DESOH2,,CH3OH,,,,1,0,5534,,,
1886,#HNC,DESOH2,,HNC,,,,1,0,2050,,,
1887,#HC3N,DESOH2,,HC3N,,,,1,0,4580,,,
1888,#C2H2,DESOH2,,C2H2,,,,1,0,2587,,,
1889,#CH3CN,DESOH2,,CH3CN,,,,1,0,4680,,,
1890,#C2H5,DESOH2,,C2H5,,,,1,0,3937,,,
1891,#H2CO,DESOH2,,H2CO,,,,1,0,3200,,,!NOBLE ET AL.2012
1892,#C2,DESOH2,,C2,,,,1,0,1600,,,
1893,#NO,DESOH2,,NO,,,,1,0,1600,,,
1894,#CH2CO,DESOH2,,CH2CO,,,,1,0,2200,,,
1895,#C2H4,DESOH2,,C2H4,,,,1,0,3487,,,
1896,#C2H3,DESOH2,,C2H3,,,,1,0,3037,,,
1897,#CH3CCH,DESOH2,,CH3CCH,,,,1,0,4287,,,
1898,#C2H5OH,DESOH2,,C2H5OH,,,,1,0,6259,,,
1899,#CH3CNH,DESCR1,,CH3CNH,,,,1,0,3740,,,
1900,#HCOOCH3,DESCR1,,HCOOCH3,,,,1,0,4210,,,!BURKE ET AL.15
1901,#CO,DESCR1,,CO,,,,1,0,1300,,,!MINISSALE ET AL. 2014
1902,#H2O,DESCR1,,H2O,,,,1,0,5770,,,
1903,#CO2,DESCR1,,CO2,,,,1,0,2982,,,!BURKE ET AL.15
1904,#CH4,DESCR1,,CH4,,,,1,0,1300,,,
1905,#N2,DESCR1,,N2,,,,1,0,790,,,!FUCHS ET AL. 2006
1906,#HCN,DESCR1,,HCN,,,,1,0,2050,,,
1907,#C2H,DESCR1,,C2H,,,,1,0,2137,,,
1908,#NH3,DESCR1,,NH3,,,,1,0,5534,,,
1909,#O2,DESCR1,,O2,,,,1,0,1200,,,!NOBLE ET AL.2012
1910,#CS,DESCR1,,CS,,,,1,0,1900,,,
1911,#SO,DESCR1,,SO,,,,1,0,2600,,,
1912,#H2S,DESCR1,,H2S,,,,1,0,2743,,,
1913,#HCS,DESCR1,,HCS,,,,1,0,2350,,,
1914,#OCS,DESCR1,,OCS,,,,1,0,2888,,,
1915,#SO2,DESCR1,,SO2,,,,1,0,3405,,,
1916,#NS,DESCR1,,NS,,,,1,0,1900,,,
1917,#H2CS,DESCR1,,H2CS,,,,1,0,2700,,,
1918,#MG,DESCR1,,MG,,,,1,0,5300,,,
1919,#OCN,DESCR1,,OCN,,,,1,0,2400,,,
1920,#H2CN,DESCR1,,H2CN,,,,1,0,2400,,,
1921,#S2,DESCR1,,S2,,,,1,0,2200,,,
1922,#HS2,DESCR1,,HS2,,,,1,0,2650,,,
1923,#O2H,DESCR1,,O2H,,,,1,0,4000,,,!MINISSALE ET AL. SUBMITTED
1924,#NO2,DESCR1,,NO2,,,,1,0,2400,,,
1925,#HNO,DESCR1,,HNO,,,,1,0,2050,,,
1926,#CH3OH,DESCR1,,CH3OH,,,,1,0,5534,,,
1927,#HNC,DESCR1,,HNC,,,,1,0,2050,,,
1928,#HC3N,DESCR1,,HC3N,,,,1,0,4580,,,
1929,#C2H2,DESCR1,,C2H2,,,,1,0,2587,,,
1930,#CH3CN,DESCR1,,CH3CN,,,,1,0,4680,,,
1931,#C2H5,DESCR1,,C2H5,,,,1,0,3937,,,
1932,#H2CO,DESCR1,,H2CO,,,,1,0,3200,,,!NOBLE ET AL.2012
1933,#C2,DESCR1,,C2,,,,1,0,1600,,,
1934,#NO,DESCR1,,NO,,,,1,0,1600,,,
1935,#CH2CO,DESCR1,,CH2CO,,,,1,0,2200,,,
1936,#C2H4,DESCR1,,C2H4,,,,1,0,3487,,,
1937,#C2H3,DESCR1,,C2H3,,,,1,0,3037,,,
1938,#CH3CCH,DESCR1,,CH3CCH,,,,1,0,4287,,,
1939,#C2H5OH,DESCR1,,C2H5OH,,,,1,0,6259,,,
1940,#CH3CNH,DESCR2,,CH3CNH,,,,1,0,3740,,,
1941,#HCOOCH3,DESCR2,,HCOOCH3,,,,1,0,4210,,,!BURKE ET AL.15
1942,#CO,DESCR2,,CO,,,,1,0,1300,,,!MINISSALE ET AL. 2014
1943,#H2O,DESCR2,,H2O,,,,1,0,5770,,,
1944,#CO2,DESCR2,,CO2,,,,1,0,2982,,,!BURKE ET AL.15
1945,#CH4,DESCR2,,CH4,,,,1,0,1300,,,
1946,#N2,DESCR2,,N2,,,,1,0,790,,,!FUCHS ET AL. 2006
1947,#HCN,DESCR2,,HCN,,,,1,0,2050,,,
1948,#C2H,DESCR2,,C2H,,,,1,0,2137,,,
1949,#NH3,DESCR2,,NH3,,,,1,0,5534,,,
1950,#O2,DESCR2,,O2,,,,1,0,1200,,,!NOBLE ET AL.2012
1951,#CS,DESCR2,,CS,,,,1,0,1900,,,
1952,#SO,DESCR2,,SO,,,,1,0,2600,,,
1953,#H2S,DESCR2,,H2S,,,,1,0,2743,,,
1954,#HCS,DESCR2,,HCS,,,,1,0,2350,,,
1955,#OCS,DESCR2,,OCS,,,,1,0,2888,,,
1956,#SO2,DESCR2,,SO2,,,,1,0,3405,,,
1957,#NS,DESCR2,,NS,,,,1,0,1900,,,
1958,#H2CS,DESCR2,,H2CS,,,,1,0,2700,,,
1959,#MG,DESCR2,,MG,,,,1,0,5300,,,
1960,#OCN,DESCR2,,OCN,,,,1,0,2400,,,
1961,#H2CN,DESCR2,,H2CN,,,,1,0,2400,,,
1962,#S2,DESCR2,,S2,,,,1,0,2200,,,
1963,#HS2,DESCR2,,HS2,,,,1,0,2650,,,
1964,#O2H,DESCR2,,O2H,,,,1,0,4000,,,!MINISSALE ET AL. SUBMITTED
1965,#NO2,DESCR2,,NO2,,,,1,0,2400,,,
1966,#HNO,DESCR2,,HNO,,,,1,0,2050,,,
1967,#CH3OH,DESCR2,,CH3OH,,,,1,0,5534,,,
1968,#HNC,DESCR2,,HNC,,,,1,0,2050,,,
1969,#HC3N,DESCR2,,HC3N,,,,1,0,4580,,,
1970,#C2H2,DESCR2,,C2H2,,,,1,0,2587,,,
1971,#CH3CN,DESCR2,,CH3CN,,,,1,0,4680,,,
1972,#C2H5,DESCR2,,C2H5,,,,1,0,3937,,,
1973,#H2CO,DESCR2,,H2CO,,,,1,0,3200,,,!NOBLE ET AL.2012
1974,#C2,DESCR2,,C2,,,,1,0,1600,,,
1975,#NO,DESCR2,,NO,,,,1,0,1600,,,
1976,#CH2CO,DESCR2,,CH2CO,,,,1,0,2200,,,
1977,#C2H4,DESCR2,,C2H4,,,,1,0,3487,,,
1978,#C2H3,DESCR2,,C2H3,,,,1,0,3037,,,
1979,#CH3CCH,DESCR2,,CH3CCH,,,,1,0,4287,,,
1980,#C2H5OH,DESCR2,,C2H5OH,,,,1,0,6259,,,
1981,#CH3CNH,DEUVCR,,CH3CNH,,,,1,0,3740,,,
1982,#HCOOCH3,DEUVCR,,HCOOCH3,,,,1,0,4210,,,!BURKE ET AL.15
1983,#CO,DEUVCR,,CO,,,,1,0,1300,,,!MINISSALE ET AL. 2014
1984,#H2O,DEUVCR,,H2O,,,,1,0,5770,,,
1985,#CO2,DEUVCR,,CO2,,,,1,0,2982,,,!BURKE ET AL.15
1986,#CH4,DEUVCR,,CH4,,,,1,0,1300,,,
1987,#N2,DEUVCR,,N2,,,,1,0,790,,,!FUCHS ET AL. 2006
1988,#HCN,DEUVCR,,HCN,,,,1,0,2050,,,
1989,#C2H,DEUVCR,,C2H,,,,1,0,2137,,,
1990,#NH3,DEUVCR,,NH3,,,,1,0,5534,,,
1991,#O2,DEUVCR,,O2,,,,1,0,1200,,,!NOBLE ET AL.2012
1992,#CS,DEUVCR,,CS,,,,1,0,1900,,,
1993,#SO,DEUVCR,,SO,,,,1,0,2600,,,
1994,#H2S,DEUVCR,,H2S,,,,1,0,2743,,,
1995,#HCS,DEUVCR,,HCS,,,,1,0,2350,,,
1996,#OCS,DEUVCR,,OCS,,,,1,0,2888,,,
1997,#SO2,DEUVCR,,SO2,,,,1,0,3405,,,
1998,#NS,DEUVCR,,NS,,,,1,0,1900,,,
1999,#H2CS,DEUVCR,,H2CS,,,,1,0,2700,,,
2000,#MG,DEUVCR,,MG,,,,1,0,5300,,,
2001,#OCN,DEUVCR,,OCN,,,,1,0,2400,,,
2002,#H2CN,DEUVCR,,H2CN,,,,1,0,2400,,,
2003,#S2,DEUVCR,,S2,,,,1,0,2200,,,
2004,#HS2,DEUVCR,,HS2,,,,1,0,2650,,,
2005,#O2H,DEUVCR,,O2H,,,,1,0,4000,,,!MINISSALE ET AL. SUBMITTED
2006,#NO2,DEUVCR,,NO2,,,,1,0,2400,,,
2007,#HNO,DEUVCR,,HNO,,,,1,0,2050,,,
2008,#CH3OH,DEUVCR,,CH3OH,,,,1,0,5534,,,
2009,#HNC,DEUVCR,,HNC,,,,1,0,2050,,,
2010,#HC3N,DEUVCR,,HC3N,,,,1,0,4580,,,
2011,#C2H2,DEUVCR,,C2H2,,,,1,0,2587,,,
2012,#CH3CN,DEUVCR,,CH3CN,,,,1,0,4680,,,
2013,#C2H5,DEUVCR,,C2H5,,,,1,0,3937,,,
2014,#H2CO,DEUVCR,,H2CO,,,,1,0,1760,,,!NOBLE ET AL.2012
2015,#C2,DEUVCR,,C2,,,,1,0,1600,,,
2016,#NO,DEUVCR,,NO,,,,1,0,1600,,,
2017,#CH2CO,DEUVCR,,CH2CO,,,,1,0,2200,,,
2018,#C2H4,DEUVCR,,C2H4,,,,1,0,3487,,,
2019,#C2H3,DEUVCR,,C2H3,,,,1,0,3037,,,
2020,#CH3CCH,DEUVCR,,CH3CCH,,,,1,0,4287,,,
2021,#C2H5OH,DEUVCR,,C2H5OH,,,,1,0,6259,,,
2022,CL,FREEZE,,#HCL,,,,1,0,0,,,
2023,HCL,FREEZE,,#HCL,,,,1,0,0,,,
2024,CL+,FREEZE,,#HCL,,,,1,1,0,,,
2025,HCL+,FREEZE,,#HCL,,,,1,1,0,,,
2026,H2CL+,FREEZE,,#HCL,,,,1,1,0,,,
4574,COOCH4+,FREEZE,,#HCOOCH3,,,,1,1,0,,,
4575,HCOOCH3,CRPHOT,,H2CO,H2CO,,,1.3E-17,0,6.0,10,41000,
4576,#S,DESOH2,,S,,,,1,0,1100,,,
4577,#SI,DESOH2,,SI,,,,1,0,2700,,,
4578,#SIH4,DESOH2,,SIH4,,,,1,0,4500,,,
4579,#SIO,DESOH2,,SIO,,,,1,0,3500,,,
4580,#SIC,DESOH2,,SIC,,,,1,0,3500,,,
4581,#SIC2,DESOH2,,SIC2,,,,1,0,4300,,,
4582,#SIC3,DESOH2,,SIC3,,,,1,0,5100,,,
4583,#H2SIO,DESOH2,,H2SIO,,,,1,0,4400,,,
4584,#SIS,DESOH2,,SIS,,,,1,0,3800,,,
4585,#HCL,DESOH2,,HCL,,,,1,0,1550,,,
4586,#S,DESCR1,,S,,,,1,0,1100,,,
4587,#SI,DESCR1,,SI,,,,1,0,2700,,,
4588,#SIH4,DESCR1,,SIH4,,,,1,0,4500,,,
4589,#SIO,DESCR1,,SIO,,,,1,0,3500,,,
4590,#SIC,DESCR1,,SIC,,,,1,0,3500,,,
4591,#SIC2,DESCR1,,SIC2,,,,1,0,4300,,,
4592,#SIC3,DESCR1,,SIC3,,,,1,0,5100,,,
4593,#H2SIO,DESCR1,,H2SIO,,,,1,0,4400,,,
4594,#SIS,DESCR1,,SIS,,,,1,0,3800,,,
4595,#HCL,DESCR1,,HCL,,,,1,0,1550,,,
4596,#S,DESCR2,,S,,,,1,0,1100,,,
4597,#SI,DESCR2,,SI,,,,1,0,2700,,,
4598,#SIH4,DESCR2,,SIH4,,,,1,0,4500,,,
4599,#SIO,DESCR2,,SIO,,,,1,0,3500,,,
4600,#SIC,DESCR2,,SIC,,,,1,0,3500,,,
4601,#SIC2,DESCR2,,SIC2,,,,1,0,4300,,,
4602,#SIC3,DESCR2,,SIC3,,,,1,0,5100,,,
4603,#H2SIO,DESCR2,,H2SIO,,,,1,0,4400,,,
4604,#SIS,DESCR2,,SIS,,,,1,0,3800,,,
4605,#HCL,DESCR2,,HCL,,,,1,0,1550,,,
4606,#S,DEUVCR,,S,,,,1,0,1100,,,
4607,#SI,DEUVCR,,SI,,,,1,0,2700,,,
4608,#SIH4,DEUVCR,,SIH4,,,,1,0,4500,,,
4609,#SIO,DEUVCR,,SIO,,,,1,0,3500,,,
4610,#SIC,DEUVCR,,SIC,,,,1,0,3500,,,
4611,#SIC2,DEUVCR,,SIC2,,,,1,0,4300,,,
4612,#SIC3,DEUVCR,,SIC3,,,,1,0,5100,,,
4613,#H2SIO,DEUVCR,,H2SIO,,,,1,0,4400,,,
4614,#SIS,DEUVCR,,SIS,,,,1,0,3800,,,
4615,#HCL,DEUVCR,,HCL,,,,1,0,1550,,,
4616,#HNCO,DESOH2,,HNCO,,,,1,0,2850,,,
4617,#HNCO,DESCR1,,HNCO,,,,1,0,2850,,,
4618,#HNCO,DESCR2,,HNCO,,,,1,0,2850,,,
4619,#HNCO,DEUVCR,,HNCO,,,,1,0,2850,,,
4620,C3H2,FREEZE,,#C3H2,,,,1,0,0,,,
4630,S+,FREEZE,,#S,,,,5.0E-01,1,0,,,
4631,C2H5OH2+,FREEZE,,#C2H5OH,,,,1,1,0,,,
4632,HC2O,FREEZE,,#HC2O,,,,1,0,0,,,
4633,#HC2O,DESCR1,,HC2O,,,,1,0,2400,,,
4634,#HC2O,DESCR2,,HC2O,,,,1,0,2400,,,
4635,#HC2O,DEUVCR,,HC2O,,,,1,0,2400,,,
4636,#HC2O,DESOH2,,HC2O,,,,1,0,2400,,,
4637,CH2OHCHO,FREEZE,,#CH2OHCHO,,,,1,0,0,,,
4638,#CH2OHCHO,DESCR1,,CH2OHCHO,,,,1,0,5629,,,!BURKE ET AL.15
4639,#CH2OHCHO,DESCR2,,CH2OHCHO,,,,1,0,5629,,,!BURKE ET AL.15
4640,#CH2OHCHO,DEUVCR,,CH2OHCHO,,,,1,0,5629,,,!BURKE ET AL.15
4641,#CH2OHCHO,DESOH2,,CH2OHCHO,,,,1,0,5629,,,!BURKE ET AL.15
4643,O,FREEZE,,#O,,,,3.0E-01,0,0,,,
4644,#O,DESCR1,,O,,,,1,0,1400,,,!MINISSALE ET AL. SUBMITTED
4645,#O,DESCR2,,O,,,,1,0,1400,,,!MINISSALE ET AL. SUBMITTED
4646,#O,DEUVCR,,O,,,,1,0,1400,,,!MINISSALE ET AL. SUBMITTED
4647,#O,DESOH2,,O,,,,1,0,1400,,,!MINISSALE ET AL. SUBMITTED
4649,#C2H5CN,DESCR1,,C2H5CN,,,,1,0,5537,,,
4650,#C2H5CN,DESCR2,,C2H5CN,,,,1,0,5537,,,
4651,#C2H5CN,DEUVCR,,C2H5CN,,,,1,0,5537,,,
4652,#C2H5CN,DESOH2,,C2H5CN,,,,1,0,5537,,,
4653,CH2CHO,FREEZE,,#CH2CHO,,,,1,0,0,,,
4654,#CH2CHO,DESCR1,,CH2CHO,,,,1,0,2650,,,
4655,#CH2CHO,DESCR2,,CH2CHO,,,,1,0,2650,,,
4656,#CH2CHO,DEUVCR,,CH2CHO,,,,1,0,2650,,,
4657,#CH2CHO,DESOH2,,CH2CHO,,,,1,0,2650,,,
4658,CS2,FREEZE,,#CS2,,,,1,0,0,,,
4659,#CS2,DESCR1,,CS2,,,,1,0,2575,,,
4660,#CS2,DESCR2,,CS2,,,,1,0,2575,,,
4661,#CS2,DEUVCR,,CS2,,,,1,0,2575,,,
4662,#CS2,DESOH2,,CS2,,,,1,0,2575,,,
4663,HS,FREEZE,,#HS,,,,5.0E-01,0,0,,,
4664,#HS,DESCR1,,HS,,,,1,0,1450,,,
4665,#HS,DESCR2,,HS,,,,1,0,1450,,,
4666,#HS,DEUVCR,,HS,,,,1,0,1450,,,
