4667,#HS,DESOH2,,HS,,,,1,0,1450,,,
4668,H2S2,FREEZE,,#H2S2,,,,1,0,0,,,
4669,#H2S2,DESCR1,,H2S2,,,,1,0,3100,,,
4670,#H2S2,DESCR2,,H2S2,,,,1,0,3100,,,
4671,#H2S2,DEUVCR,,H2S2,,,,1,0,3100,,,
4672,#H2S2,DESOH2,,H2S2,,,,1,0,3100,,,
4673,CH2CCH2,FREEZE,,#CH2CCH2,,,,1,0,0,,,
4674,#CH2CCH2,DESCR1,,CH2CCH2,,,,1,0,4287,,,
4675,#CH2CCH2,DESCR2,,CH2CCH2,,,,1,0,4287,,,
4676,#CH2CCH2,DEUVCR,,CH2CCH2,,,,1,0,4287,,,
4677,#CH2CCH2,DESOH2,,CH2CCH2,,,,1,0,4287,,,
4678,CH3CO,FREEZE,,#CH3CO,,,,1,0,0,,,
4679,#CH3CO,DESCR1,,CH3CO,,,,1,0,2325,,,
4680,#CH3CO,DESCR2,,CH3CO,,,,1,0,2325,,,
4681,#CH3CO,DEUVCR,,CH3CO,,,,1,0,2325,,,
4682,#CH3CO,DESOH2,,CH3CO,,,,1,0,2325,,,
4683,C3H3O,FREEZE,,#C3H3O,,,,1,0,0,,,
4684,#C3H3O,DESCR1,,C3H3O,,,,1,0,2800,,,
4685,#C3H3O,DESCR2,,C3H3O,,,,1,0,2800,,,
4686,#C3H3O,DEUVCR,,C3H3O,,,,1,0,2800,,,
4687,#C3H3O,DESOH2,,C3H3O,,,,1,0,2800,,,
4688,CH3CHO,FREEZE,,#CH3CHO,,,,1,0,0,,,
4689,#CH3CHO,DESCR1,,CH3CHO,,,,1,0,2450,,,
4690,#CH3CHO,DESCR2,,CH3CHO,,,,1,0,2450,,,
4691,#CH3CHO,DEUVCR,,CH3CHO,,,,1,0,2450,,,
4692,#CH3CHO,DESOH2,,CH3CHO,,,,1,0,2450,,,
4693,C2H4O,FREEZE,,#C2H4O,,,,1,0,0,,,
4694,#C2H4O,DESCR1,,C2H4O,,,,1,0,2775,,,
4695,#C2H4O,DESCR2,,C2H4O,,,,1,0,2775,,,
4696,#C2H4O,DEUVCR,,C2H4O,,,,1,0,2775,,,
4697,#C2H4O,DESOH2,,C2H4O,,,,1,0,2775,,,
4698,NCCN,FREEZE,,#NCCN,,,,1,0,0,,,
4699,#NCCN,DESCR1,,NCCN,,,,1,0,3000,,,
4700,#NCCN,DESCR2,,NCCN,,,,1,0,3000,,,
4701,#NCCN,DEUVCR,,NCCN,,,,1,0,3000,,,
4702,#NCCN,DESOH2,,NCCN,,,,1,0,3000,,,
4703,C4N,FREEZE,,#C4N,,,,1,0,0,,,
4704,#C4N,DESCR1,,C4N,,,,1,0,4000,,,
4705,#C4N,DESCR2,,C4N,,,,1,0,4000,,,
4706,#C4N,DEUVCR,,C4N,,,,1,0,4000,,,
4707,#C4N,DESOH2,,C4N,,,,1,0,4000,,,
4708,O,C2H2,,HC2O,H,,,9.9E-15,0,0,,,
4709,O,C2H4,,CH2CHO,H,,,9.0E-14,0,0,,,
4710,O,C2H4,,CH3CO,H,,,9.0E-15,0,0,,,
4711,O,CH3CCH,,C2H4,CO,,,5.2E-13,0,0,,,
4712,HC2O,H,,CO,CH2,,,1.7E-10,0,0,,,
4713,HC2O,H2,,CH2CO,H,,,2.0E-11,0,1996.5,,,
4714,HC2O,O,,CO,CO,H,,1.0E-10,0,0,,,
4715,O,CH2CCH2,,C3H3O,H,,,1.9E-14,0,0,,,
4719,O,CH2CCH2,,C2H2,H2CO,,,1.1E-13,0,0,,,
4720,O,CH3CCH,,C3H3O,H,,,4.3E-14,0,0,,,
4722,O,CH3CCH,,CH3,C2H,,,3.0E-15,0,0,,,
4723,CH2CO,H+,,H,CH2CO+,,,3.3E-8,0,0,,,
4724,#C2H4,#O,,#C2H4O,,,,1.85E-15,0,0,,,
4725,#CH3,#HCO,,#CH3CHO,,,,1.0E-15,0,0,,,
4726,#CH3OH,#CO,,#HCOOCH3,,,,6.2E-18,0,0,,,
4727,#CH3OH,#HCO,,#CH2OHCHO,H,,,3.0E-17,0,0,,,
4729,#HCO,#HCO,,#HOCCOH,,,,1.0,0,0,,,
4730,#HOCCOH,H,,#CH2OCHO,,,,1.0,0,0,,,   !WOODS ET AL.13
4730,#CH2OCHO,H,,#CH2OHCHO,,,,1.0,0,0,,,    !WOODS ET AL.13
4731,HOCCOH,FREEZE,,#HOCCOH,,,,1,0,0,,,
4732,#HOCCOH,DESCR1,,HOCCOH,,,,1,0,3200,,,
4733,#HOCCOH,DESCR2,,HOCCOH,,,,1,0,3200,,,
4734,#HOCCOH,DEUVCR,,HOCCOH,,,,1,0,3200,,,
4735,#HOCCOH,DESOH2,,HOCCOH,,,,1,0,3200,,,
4736,#HC2O,H,,#CH2CO,,,,1.0E-09,0,0,,,
4737,#CH2CO,H,,#CH2CHO,,,,5.0E-09,0,0,,,
4738,HCO,HCO,,HOCCOH,,,,2.8E-13,0,0,,,            
4739,HOCCOH,H,,CH2OCHO,,,,1.0E-14,0,1312,,,
4739,CH2OCHO,H,,CH2OHCHO,,,,1.0E-14,0,0,,,
4740,CH2CO+,FREEZE,,#CH2CO,,,,1,1,0,,,
4741,CH2CHO,H,,CH2CO,H2,,,1.9E-11,0,0,,,
4743,O,CH3CO,,OH,CH2CO,,,8.7E-11,0,0,,,
4744,CH3CO,CH3CO,,CH2CO,CH3CHO,,,1.5E-11,0,0,,,
4745,C2H,CH3CO,,C2H2,CH2CO,,,3.0E-11,0,0,,,
4746,CH4,CH3CO,,CH3,CH3CHO,,,4.9E-14,2.88,10800,,,
4747,CH3,CH3CO,,CH2CO,CH4,,,1.0E-11,0,0,,,
4748,HE+,C2H4O,,HCO+,CH3,HE,,6.1E-09,0,0,,,
4749,HE+,C2H4O,,CH3+,HCO,HE,,6.1E-09,0,0,,,
4750,C+,C2H4O,,C2H4O+,C,,,7.3E-09,0,0,,,
4751,H+,C2H4O,,C2H4O+,H,,,2.2E-10,0,0,,,    
4752,C2H4O+,E-,,CH3,HCO,,,6.5E-07,0,0,,,
4753,C2H4O+,E-,,CH2CO,H,H,,6.5E-07,0,0,,,
4754,O,C2H4,,C2H4O,H,,,1.1E-10,0,0,,,
4755,#HCOOCH3,DESOH2,,HCOOCH3,,,,1,0,4210,,,!BURKE ET AL.15
4756,HCO,FREEZE,,#HCO,,,,5.0E-01,0,0,,,
4757,#HCO,DESCR1,,HCO,,,,1,0,1600,,,
4758,#HCO,DESCR2,,HCO,,,,1,0,1600,,,
4759,#HCO,DEUVCR,,HCO,,,,1,0,1600,,,
4760,#HCO,DESOH2,,HCO,,,,1,0,1600,,,
4761,NH2CHO,FREEZE,,#NH2CHO,,,,1,0,0,,,
4762,#NH2CHO,DESCR1,,NH2CHO,,,,1,0,5556,,,
4763,#NH2CHO,DESCR2,,NH2CHO,,,,1,0,5556,,,
4764,#NH2CHO,DEUVCR,,NH2CHO,,,,1,0,5556,,,
4765,#NH2CHO,DESOH2,,NH2CHO,,,,1,0,5556,,,
4761,CH3CN+,FREEZE,,#CH3CN,,,,1,1,0,,,
4762,C+,NH2CHO,,CH3CN+,O,,,1.85E-09,-0.5,0,,,
4763,C+,NH2CHO,,CH3CO+,N,,,1.85E-09,-0.5,0,,,
4764,C+,NH2CHO,,H2CO+,HCN,,,1.85E-09,-0.5,0,,,
4765,H+,NH2CHO,,HCO+,NH3,,,8.62E-09,-0.5,0,,,
4766,H+,NH2CHO,,HCNH+,H2O,,,8.62E-09,-0.5,0,,,
4767,H+,NH2CHO,,NH2+,H2CO,,,8.62E-09,-0.5,0,,,
4768,H+,NH2CHO,,NH4+,CO,,,8.62E-09,-0.5,0,,,
4769,HE+,NH2CHO,,NH3,CO+,HE,,1.40E-09,-0.5,0,,,
4770,HE+,NH2CHO,,NH2,HCO+,HE,,1.40E-09,-0.5,0,,,
4771,HE+,NH2CHO,,NH,H2CO+,HE,,1.40E-09,-0.5,0,,,
4772,HE+,NH2CHO,,NH+,H2CO,HE,,1.40E-09,-0.5,0,,,
4773,HE+,NH2CHO,,NH3+,CO,HE,,1.40E-09,-0.5,0,,,
4774,C+,NH2CHO,,H3CO+,CN,,,1.85E-09,-0.5,0,,,
4775,C+,NH2CHO,,H2CO,HCN+,,,1.85E-09,-0.5,0,,,
4776,H2CNO+,FREEZE,,#H2CNO,,,,1,1,0,,,
4777,#H2CNO,DESCR1,,H2CNO+,,,,1,0,5106,,,
4778,#H2CNO,DESCR2,,H2CNO+,,,,1,0,5106,,,
4779,#H2CNO,DEUVCR,,H2CNO+,,,,1,0,5106,,,
4780,#H2CNO,DESOH2,,H2CNO+,,,,1,0,5106,,,
4781,NH2,FREEZE,,#NH2,,,,5.0E-01,0,0,,,
4782,#NH2,DESCR1,,NH2,,,,1,0,3956,,,
4783,#NH2,DESCR2,,NH2,,,,1,0,3956,,,
4784,#NH2,DEUVCR,,NH2,,,,1,0,3956,,,
4785,#NH2,DESOH2,,NH2,,,,1,0,3956,,,
4787,#H3CO,DESCR1,,H3CO+,,,,0,0,2500,,,
4788,#H3CO,DESCR2,,H3CO+,,,,0,0,2500,,,
4789,#H3CO,DEUVCR,,H3CO+,,,,0,0,2500,,,
4790,#H3CO,DESOH2,,H3CO+,,,,0,0,2500,,,
4791,NH2,H2CO,,NH2CHO,H,,,2.62E-12,-2.1,26.9,,,!BARONE ET AL. 2015
4792,NH2CHO,E-,,NH2,HCO,,,1.0E-09,0,1.7,,,
4793,#NH2CHO,,DIFF,#NH2,#HCO,,,1,0,0,,,
4794,#NH2,#HCO,DIFF,#NH2CHO,,,,1,0,0,,,
4795,#HCO,#H2CNO,DIFF,#NH2CHO,#CO,,,1,0,0,,,
4796,#H3CO,#H2CNO,DIFF,#NH2CHO,#H2CO,,,1,0,0,,,
4797,#H3CO,#NH2CHO,DIFF,#CH3OH,#H2CNO,,,1,0,4320,,,
4798,#NH2,#NH2CHO,DIFF,#H2CNO,#NH3,,,1,0,2670,,,
4799,#H,#H2CNO,DIFF,#NH2CHO,,,,1,0,0,,,
4800,#H,#NH2CHO,DIFF,#H2CNO,H2,,,1,0,3500,,,
4801,HCNO,FREEZE,,#HNCO,,,,1,0,0,,,
4802,HOCN,FREEZE,,#HNCO,,,,1,0,0,,,
4803,HONC,FREEZE,,#HNCO,,,,1,0,0,,,
4804,#H3CO,#HNCO,DIFF,#CH3OH,#OCN,,,1,0,1200,,,
4805,#CH3,#HNCO,DIFF,#CH,#OCN,,,1,0,1200,,,
4806,#H,#HNCO,DIFF,#NH2,#CO,,,1,0,2300,,,
4807,#H,#HNCO,DIFF,#H2CNO,,,,1,0,1390,,,
4808,#NH,#CO,DIFF,#HNCO,,,,1,0,2500,,,
4809,#NH,#HNCO,DIFF,#NH2,#OCN,,,1,0,1200,,,
4810,#NH2,#HNCO,DIFF,#NH3,#OCN,,,1,0,1200,,,
4811,#OH,#HNCO,DIFF,#H2O,#OCN,,,1,0,1290,,,
4812,NH,FREEZE,,#NH,,,,5.0E-01,0,0,,,
4813,#NH,DESCR1,,NH,,,,1,0,2378,,,
4814,#NH,DESCR2,,NH,,,,1,0,2378,,,
4815,#NH,DEUVCR,,NH,,,,1,0,2378,,,
4816,#NH,DESOH2,,NH,,,,1,0,2378,,,
4817,OH,FREEZE,,#OH,,,,5.0E-01,0,0,,,
4818,#OH,DESCR1,,OH,,,,1,0,2850,,,
4819,#OH,DESCR2,,OH,,,,1,0,2850,,,
4820,#OH,DEUVCR,,OH,,,,1,0,2850,,,
4821,#OH,DESOH2,,OH,,,,1,0,2850,,,
4822,HNCO,CH3,,CH3NCO,H,,,1.0E-10,0,0,,,
4823,HNCO,CH5+,,CH3NCOH+,H2,,,1.0E-09,0,0,,,
4824,CH3NCOH+,E-,,CH3CNO,H,,,1.50E-07,-0.50,0,10,300,
4825,CH3NCO,FREEZE,,#CH3NCO,,,,1,0,0,,,
4826,#CH3NCO,DESCR1,,CH3NCO,,,,1,0,2850,,,
4827,#CH3NCO,DESCR2,,CH3NCO,,,,1,0,2850,,,
4828,#CH3NCO,DEUVCR,,CH3NCO,,,,1,0,2850,,,
4829,#CH3NCO,DESOH2,,CH3NCO,,,,1,0,2850,,,
4830,CH3NCOH+,FREEZE,,#CH3NCO,,,,1,1,0,,,
4831,H2CNO+,E-,,H,HNCO,,,1.5E-07,-0.5,0,,,
4832,H+,CH3NCO,,H,CH3NCOH+,,,1.0E-09,-0.5,0,10,4100,
4833,H2+,CH3NCO,,H2,CH3NCOH+,,,1.0E-09,-0.5,0,10,4100,
4834,HE+,CH3NCO,,HE,CH3NCOH+,,,1.0E-10,-0.5,0,10,4100,
4835,MG,CH3NCOH+,,MG+,CH3NCOH+,,,1.0E-09,0.0,0,10,4100,
4836,H+,NH2CHO,,HNCO,H3+,,,8.62E-09,-0.5,0,,,!INVENTED
4837,H+,CH3NCO,,HNCO,CH3+,,,1.0E-09,-0.5,0,,,!INVENTED
4621,C4H,FREEZE,,#C4H,,,,1,0,0,,,
4622,#C3H2,DESOH2,,C3H2,,,,1,0,4200,,,
4623,#C4H,DESOH2,,C4H,,,,1,0,4200,,,
4624,#C3H2,DESCR1,,C3H2,,,,1,0,4200,,,
4625,#C4H,DESCR1,,C4H,,,,1,0,4200,,,
4626,#C3H2,DESCR2,,C3H2,,,,1,0,4200,,,
4627,#C4H,DESCR2,,C4H,,,,1,0,4200,,,
4628,#C3H2,DEUVCR,,C3H2,,,,1,0,4200,,,
4629,#C4H,DEUVCR,,C4H,,,,1,0,4200,,,
1888,HOC+,FREEZE,,#H2CO,,,,1,1,0,,,
1889,CH2OH,FREEZE,,#CH2OH,,,,5.0E-01,0,0,,,
1900,H3CO,FREEZE,,#H3CO,,,,5.0E-01,0,0,,,
1901,H2CNO,FREEZE,,#H2CNO,,,,1,0,0,,,
4761,#CH2OHCHO,H,,#CH2OHCHOH,,,,2.E-4,0,0,,,     !FEDOSEEV ET AL.15 ! RATE INVENTED
4761,#CH2OHCHOH,H,,#CH2OHCH2OH,,,,1.0,0,0,,,      !FEDOSEEV ET AL.15 ! RATE INVENTED
4762,#CH2OH,#HCO,,#CH2OHCHO,,,,1.E-10,0,0,,,      !BUTSCHER ET AL.15 ! RATE INVENTED
4763,#CH2OH,#CH2OH,,#CH2OHCH2OH,,,,1.E-10,0,0,,,  !BUTSCHER ET AL.15 ! RATE INVENTED
4772,CH2OHCH2OH,FREEZE,,#CH2OHCH2OH,,,,1,0,0,,,    !!! BETA = 1 FOR IONS, BETA =0 FOR NEUTRAL
4773,#CH2OHCH2OH,DESCR1,,CH2OHCH2OH,,,,1,0,10168,,,
4774,#CH2OHCH2OH,DESCR2,,CH2OHCH2OH,,,,1,0,10168,,,
4775,#CH2OHCH2OH,DEUVCR,,CH2OHCH2OH,,,,1,0,10168,,,
4776,#CH2OHCH2OH,DESOH2,,CH2OHCH2OH,,,,1,0,10168,,,
4777,CH3OH,OH,,H3CO,H2O,,,3.E-10,0,0,,,       !BALUCANI ET AL.15
4778,H3CO,CH3,,CH3OCH3,,,,3.E-10,0,0,,,       !BALUCANI ET AL.15
4779,CH3OCH2,O,,HCOOCH3,H,,,2.E-10,0.0,,,     !BALUCANI ET AL.15
4780,CH3OCH3,F,,CH3OCH2,HF,,,2.E-10,0.0,,,    !BALUCANI ET AL.15
4781,CH3OCH3,CL,,CH3OCH2,HCL,,,2.E-10,0.0,,,  !BALUCANI ET AL.15
4782,CH3OCH3,FREEZE,,#CH3OCH3,,,,1,0,0,,,     !!! BETA = 1 FOR IONS, BETA =0 FOR NEUTRAL
4783,#CH3OCH3,DESCR1,,CH3OCH3,,,,1,0,3675,,,
4784,#CH3OCH3,DESCR2,,CH3OCH3,,,,1,0,3675,,,
4785,#CH3OCH3,DEUVCR,,CH3OCH3,,,,1,0,3675,,,
4786,#CH3OCH3,DESOH2,,CH3OCH3,,,,1,0,3675,,,
4787,CH3OCH2,FREEZE,,#CH3OCH3,,,,1,0,0,,,  !!! BETA = 1 FOR IONS, BETA =0 FOR NEUTRAL
4789,#H3CO,DESCR1,,H3CO,,,,1,0,2500,,,
4790,#H3CO,DESCR2,,H3CO,,,,1,0,2500,,,
4791,#H3CO,DEUVCR,,H3CO,,,,1,0,2500,,,
4792,#H3CO,DESOH2,,H3CO,,,,1,0,2500,,,
4793,H3CO,FREEZE,,#CH3OH,,,,5.0E-01,0,0,,,
4797,#CH2OH,#CH3,,#C2H5OH,,,,1.00E-10,0,0,,, !LAURA REACTION
4798,#OH,#C2H5,,#C2H5OH,,,,1.00E-10,0,0,,,   !LAURA REACTION
4672,#CO,#HS,,#OCS,H,,,1.66E-011,0,831,,,
4671,#CS,#O,,#OCS,,,,0.00E+000,0,0,,,
4702,#CS2,#O,,#OCS,#S,,,6.40E-023,0,0,,,
2484,F,FREEZE,,#H2F,,,,1,0,0,,,
2485,F+,FREEZE,,#H2F,,,,1,1,0,,,
2486,HF,FREEZE,,#H2F,,,,1,0,0,,,
2487,CF,FREEZE,,#CF,,,,1,0,0,,,
2487,CF+,FREEZE,,#CF,,,,1,1,0,,,
2486,HF+,FREEZE,,#H2F,,,,1,1,0,,,
2486,H2F,FREEZE,,#H2F,,,,1,0,0,,,
2486,H2F+,FREEZE,,#H2F,,,,1,1,0,,,
2487,#H2F,DESCR1,,H2F,,,,1,0,2500,,,
2487,#H2F,DESCR2,,H2F,,,,1,0,2500,,,
2487,#H2F,DEUVCR,,H2F,,,,1,0,2500,,,
2487,#H2F,DESOH2,,H2F,,,,1,0,2500,,,
2488,#CF,DESCR1,,CF,,,,1,0,2500,,,
2488,#CF,DESCR2,,CF,,,,1,0,2500,,,
2488,#CF,DEUVCR,,CF,,,,1,0,2500,,,
2488,#CF,DESOH2,,CF,,,,1,0,2500,,,
2500,HCO,FREEZE,,#CH3OH,,,,1.0E-01,0,0,,,
2501,H2CO,FREEZE,,#H3CO,,,,1.0E-01,0,0,,,
2502,H2CO,FREEZE,,#CH2OH,,,,1.0E-01,0,0,,,
2503,CH2OH,FREEZE,,#CH3OH,,,,5.0E-01,0,0,,,
2505,#CH2OH,DESCR1,,CH2OH,,,,1,0,5084,,,
2506,#CH2OH,DESCR2,,CH2OH,,,,1,0,5084,,,
2507,#CH2OH,DEUVCR,,CH2OH,,,,1,0,5084,,,
2508,#CH2OH,DESOH2,,CH2OH,,,,1,0,5084,,,
2504,CH3,FREEZE,,#CH3,,,,0,0,0,,,
2505,#CH3,DESCR1,,CH3,,,,1,0,1175,,,
2506,#CH3,DESCR2,,CH3,,,,1,0,1175,,,
2507,#CH3,DEUVCR,,CH3,,,,1,0,1175,,,
2508,#CH3,DESOH2,,CH3,,,,1,0,1175,,,
2509,#H3CO,#CH3,,#CH3OCH3,,,,1.00E-10,0,0,,, ! RATE INVENTED
2504,CH2OCHO,FREEZE,,#CH2OCHO,,,,1,0,0,,,
2505,#CH2OCHO,DESCR1,,CH2OCHO,,,,1,0,6234,,,
2506,#CH2OCHO,DESCR2,,CH2OCHO,,,,1,0,6234,,,
2507,#CH2OCHO,DEUVCR,,CH2OCHO,,,,1,0,6234,,,
2508,#CH2OCHO,DESOH2,,CH2OCHO,,,,1,0,6234,,,
2504,CH2OHCHOH,FREEZE,,#CH2OHCHOH,,,,1,0,0,,,
2505,#CH2OHCHOH,DESCR1,,CH2OHCHOH,,,,1,0,8000,,, ! BINDING ENERGY INVENTED (BETWEEN GA AND EG)
2506,#CH2OHCHOH,DESCR2,,CH2OHCHOH,,,,1,0,8000,,,
2507,#CH2OHCHOH,DEUVCR,,CH2OHCHOH,,,,1,0,8000,,,
2508,#CH2OHCHOH,DESOH2,,CH2OHCHOH,,,,1,0,8000,,,
2509,#H3CO,#HCO,,#HCOOCH3,,,,1.0E-10,0,0,,,  ! CHUANG ET AL. 2015
1761,C,FREEZE,,#CH3,,,,0,0,0,,,
1761,C+,FREEZE,,#CH3,,,,0,1,0,,,
1875,CO,FREEZE,,#H3CO,,,,0.0,0,0,,,
1875,CO,FREEZE,,#CH2OH,,,,0.0,0,0,,,
