! MOLECULE
p-NH3 rotation-inversion spectrum up to 300 cm-1 above ground                   
! MASS
17.
! NUMBER OF ENERGY LEVELS
24
! LEVEL + ENERGY(CM-1) + WEIGHT + QUANTUM NOS. N,K,inv-sym
    1    15.379600000    6.0  01_01_00
    2    16.169963295    6.0  01_01_01
    3    44.002600000   10.0  02_02_00
    4    44.793901871   10.0  02_02_01
    5    55.145300000   10.0  02_01_00
    6    55.915793666   10.0  02_01_01
    7   103.628700000   14.0  03_02_00
    8   104.390366429   14.0  03_02_01
    9   114.743200000   14.0  03_01_00
   10   115.484863281   14.0  03_01_01
   11   138.564800000   18.0  04_04_00
   12   139.370004256   18.0  04_04_01
   13   183.035700000   18.0  04_02_00
   14   183.759646104   18.0  04_02_01
   15   194.112900000   18.0  04_01_00
   16   194.817864733   18.0  04_01_01
   17   204.475900000   22.0  05_05_00
   18   205.294232418   22.0  05_05_01
   19   237.859300000   22.0  05_04_00
   20   238.614923479   22.0  05_04_01
   21   282.143800000   22.0  05_02_00
   22   282.823318429   22.0  05_02_01
   23   293.174900000   22.0  05_01_00
   24   293.836635993   22.0  05_01_01
! NUMBER OF RADIATIVE TRANSITIONS
28
! TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz)+ E_up(K)
     1    24    23  6.699E-09          19.83834600   400.64
     2    22    21  2.901E-08          20.37145000   384.79
     3    16    15  1.215E-08          21.13431100   258.17
     4    14    13  5.263E-08          21.70335820   242.26
     5    10     9  2.358E-08          22.23450580   144.03
     6    20    19  1.595E-07          22.65302200   321.19
     7     8     7  1.022E-07          22.83418510   128.07
     8     6     5  5.287E-08          23.09881900    58.32
     9     2     1  1.712E-07          23.69449550     1.14
    10     4     3  2.291E-07          23.72263330    42.32
    11    12    11  2.897E-07          24.13941630   178.39
    12    18    17  3.167E-07          24.53298870   273.24
    13     5     2  1.232E-02        1168.45168770    57.21
    14     6     1  1.386E-02        1215.24518330    58.32
    15     9     6  5.378E-02        1763.60186380   142.96
    16     7     4  3.363E-02        1763.82137190   126.97
    17    10     5  5.804E-02        1808.93555000   144.03
    18     8     3  3.636E-02        1810.37779150   128.07
    19    15    10  1.405E-01        2357.21035720   257.16
    20    13     8  1.124E-01        2357.72674970   241.22
    21    16     9  1.484E-01        2400.57839420   258.17
    22    14     7  1.189E-01        2402.26487660   242.26
    23    23    16  2.879E-01        2948.66939870   399.68
    24    21    14  2.522E-01        2949.48042720   383.81
    25    19    12  1.084E-01        2952.63982000   320.10
    26    24    15  3.001E-01        2989.64251360   400.64
    27    22    13  2.631E-01        2991.55527940   384.79
    28    20    11  1.136E-01        2999.43025760   321.19
! NUMBER OF COLLISION PARTNERS
1
! COLLISION PARTNER
2 p-NH3 on p-H2: Danby et al 1988, MNRAS 235, 229                                 
! NUMBER OF COLLISIONAL TRANSITIONS
276
! NUMBER OF COLLISION TEMPERATURES
8
! COLLISION TEMPERATURES
 15.0    25.0    50.0    75.0   100.0   150.0   200.0   300.0
! TRANS + UP + LOW + RATE COEFFS(cm^3 s^-1)
    1    2    1  8.6E-11  8.3E-11  7.9E-11  7.9E-11  8.0E-11  8.3E-11  8.7E-11  9.5E-11
    2    3    1  3.0E-11  2.8E-11  2.7E-11  2.7E-11  2.8E-11  2.9E-11  3.1E-11  3.3E-11
    3    3    2  3.3E-12  2.5E-12  1.7E-12  1.3E-12  1.0E-12  6.8E-13  5.0E-13  3.3E-13
    4    4    1  3.3E-12  2.5E-12  1.7E-12  1.3E-12  1.0E-12  6.8E-13  5.0E-13  3.3E-13
    5    4    2  3.0E-11  2.8E-11  2.7E-11  2.7E-11  2.8E-11  2.9E-11  3.1E-11  3.3E-11
    6    4    3  1.1E-10  1.1E-10  1.0E-10  1.0E-10  1.1E-10  1.1E-10  1.2E-10  1.3E-10
    7    5    1  1.8E-11  1.9E-11  1.8E-11  1.7E-11  1.6E-11  1.4E-11  1.4E-11  1.3E-11
    8    5    2  3.8E-11  3.9E-11  4.0E-11  4.2E-11  4.3E-11  4.7E-11  5.1E-11  5.7E-11
    9    5    3  1.7E-11  1.8E-11  2.0E-11  2.1E-11  2.1E-11  2.3E-11  2.5E-11  2.7E-11
   10    5    4  3.0E-12  3.9E-12  4.6E-12  4.9E-12  5.3E-12  6.5E-12  7.9E-12  1.1E-11
   11    6    1  3.8E-11  3.9E-11  4.0E-11  4.2E-11  4.3E-11  4.7E-11  5.1E-11  5.7E-11
   12    6    2  1.8E-11  1.9E-11  1.8E-11  1.7E-11  1.6E-11  1.4E-11  1.4E-11  1.3E-11
   13    6    3  3.0E-12  3.9E-12  4.6E-12  4.9E-12  5.3E-12  6.5E-12  7.9E-12  1.1E-11
   14    6    4  1.7E-11  1.8E-11  2.0E-11  2.1E-11  2.1E-11  2.3E-11  2.5E-11  2.7E-11
   15    6    5  3.1E-11  3.1E-11  3.1E-11  3.1E-11  3.2E-11  3.4E-11  3.6E-11  3.9E-11
   16    7    1  7.9E-12  7.5E-12  7.1E-12  7.1E-12  7.2E-12  7.4E-12  7.7E-12  8.2E-12
   17    7    2  4.3E-12  4.0E-12  4.1E-12  4.5E-12  5.1E-12  6.5E-12  8.0E-12  1.1E-11
   18    7    3  1.8E-11  1.7E-11  1.6E-11  1.5E-11  1.5E-11  1.4E-11  1.4E-11  1.4E-11
   19    7    4  3.8E-11  3.7E-11  3.6E-11  3.7E-11  3.8E-11  4.2E-11  4.5E-11  5.2E-11
   20    7    5  2.0E-11  1.9E-11  1.8E-11  1.9E-11  1.9E-11  2.1E-11  2.2E-11  2.4E-11
   21    7    6  3.6E-12  2.4E-12  1.6E-12  1.3E-12  1.2E-12  1.1E-12  1.2E-12  1.5E-12
   22    8    1  4.3E-12  4.0E-12  4.1E-12  4.5E-12  5.1E-12  6.5E-12  8.0E-12  1.1E-11
   23    8    2  7.9E-12  7.5E-12  7.1E-12  7.1E-12  7.2E-12  7.4E-12  7.7E-12  8.2E-12
   24    8    3  3.8E-11  3.7E-11  3.6E-11  3.7E-11  3.8E-11  4.2E-11  4.5E-11  5.2E-11
   25    8    4  1.8E-11  1.7E-11  1.6E-11  1.5E-11  1.5E-11  1.4E-11  1.4E-11  1.4E-11
   26    8    5  3.6E-12  2.4E-12  1.6E-12  1.3E-12  1.2E-12  1.1E-12  1.2E-12  1.5E-12
   27    8    6  2.0E-11  1.9E-11  1.8E-11  1.9E-11  1.9E-11  2.1E-11  2.2E-11  2.4E-11
   28    8    7  6.3E-11  6.1E-11  5.9E-11  5.9E-11  5.9E-11  6.1E-11  6.3E-11  6.8E-11
   29    9    1  7.2E-12  6.3E-12  5.3E-12  5.0E-12  4.9E-12  4.8E-12  4.9E-12  5.3E-12
   30    9    2  7.9E-12  7.3E-12  6.6E-12  6.3E-12  6.2E-12  6.2E-12  6.2E-12  6.4E-12
   31    9    3  7.4E-12  7.5E-12  7.7E-12  7.9E-12  8.1E-12  8.6E-12  9.0E-12  9.8E-12
   32    9    4  3.2E-12  3.5E-12  4.1E-12  4.7E-12  5.3E-12  6.8E-12  8.4E-12  1.2E-11
   33    9    5  8.7E-12  8.0E-12  7.1E-12  6.6E-12  6.3E-12  6.0E-12  6.0E-12  6.4E-12
   34    9    6  4.5E-11  4.5E-11  4.6E-11  4.7E-11  5.0E-11  5.4E-11  5.9E-11  6.8E-11
   35    9    7  1.2E-11  1.3E-11  1.5E-11  1.6E-11  1.8E-11  2.0E-11  2.2E-11  2.5E-11
   36    9    8  1.0E-12  1.6E-12  2.4E-12  2.5E-12  2.5E-12  2.6E-12  2.8E-12  3.6E-12
   37   10    1  7.9E-12  7.3E-12  6.6E-12  6.3E-12  6.2E-12  6.2E-12  6.2E-12  6.4E-12
   38   10    2  7.2E-12  6.3E-12  5.3E-12  5.0E-12  4.9E-12  4.8E-12  4.9E-12  5.3E-12
   39   10    3  3.2E-12  3.5E-12  4.1E-12  4.7E-12  5.3E-12  6.8E-12  8.4E-12  1.2E-11
   40   10    4  7.4E-12  7.5E-12  7.7E-12  7.9E-12  8.1E-12  8.6E-12  9.0E-12  9.8E-12
   41   10    5  4.5E-11  4.5E-11  4.6E-11  4.7E-11  5.0E-11  5.4E-11  5.9E-11  6.8E-11
   42   10    6  8.7E-12  8.0E-12  7.1E-12  6.6E-12  6.3E-12  6.0E-12  6.0E-12  6.4E-12
   43   10    7  1.0E-12  1.6E-12  2.4E-12  2.5E-12  2.5E-12  2.6E-12  2.8E-12  3.6E-12
