!MOLECULE
 SO2 spectroscopic data from CDMS July 2005 , E<250 cm-1                
!MOLECULAR WEIGHT
   64.0   
! NUMBER OF ENERGY LEVELS
   198
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J_K-_K+
   127    69    62  1.908E-05         229.34762990   122.01          7.65021  1.0
   128   117   112  2.349E-05         234.42158840   213.32          7.81946  1.0
   129    11     5  7.690E-05         235.15171960    19.03          7.84382  1.0
   130    72    66  7.504E-05         236.21668690   130.66          7.87934  1.0
   131    53    47  1.141E-04         237.06883300    93.96          7.90777  1.0
   132    90    85  1.458E-06         238.16631800   162.93          7.94437  1.0
   133   184   178  2.671E-05         238.99253440   332.51          7.97193  1.0
   134    73    67  1.398E-06         239.83275400   132.54          7.99996  1.0
   135    91    85  7.024E-05         240.94279180   163.07          8.03699  1.0
   136    14     7  8.456E-05         241.61579670    23.59          8.05944  1.0
   137   108   103  1.527E-06         242.99781460   196.99          8.10553  1.0
   138    30    23  1.027E-05         243.08764730    53.07          8.10853  1.0
   139    52    46  1.639E-04         244.25421830    93.90          8.14744  1.0
   140   192   187  4.205E-05         245.33923270   350.78          8.18364  1.0
   141    41    35  1.191E-04         245.56342190    72.71          8.19111  1.0
   142    66    59  8.055E-05         248.05740240   119.33          8.27430  1.0
   143    58    52  1.303E-06         248.43693640   105.82          8.28696  1.0
   144    63    55  2.190E-05         248.83082530   111.89          8.30010  1.0
   145    46    38  1.755E-04         251.19967500    82.18          8.37912  1.0
   146    32    25  1.198E-04         251.21058510    55.20          8.37948  1.0
   147   129   124  1.629E-06         253.75344750   234.70          8.46430  1.0
   148   110   104  2.823E-05         253.95656980   198.60          8.47108  1.0
   149    23    17  1.136E-04         254.28053580    41.40          8.48189  1.0
   150   159   154  1.327E-04         254.28332150   292.74          8.48198  1.0
   151    18    11  9.284E-05         255.55330220    31.29          8.52434  1.0
   152    16     9  6.626E-05         255.95804400    27.62          8.53784  1.0
