!molecule
CH3CN
!molecular weight
41
!number of energy levels
251
!level + energies(cm^-1) + weight + J_K
40	251	211	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
41	251	210	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
42	251	209	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
43	251	208	1.79E-13	5.99E-13	9.30E-13	1.19E-12	1.39E-12	1.57E-12	1.72E-12	4.41E-12
44	251	207	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
45	251	206	1.74E-13	5.98E-13	9.38E-13	1.20E-12	1.40E-12	1.58E-12	1.73E-12	4.39E-12
46	251	205	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
47	251	204	1.69E-13	5.79E-13	9.10E-13	1.17E-12	1.37E-12	1.54E-12	1.69E-12	4.33E-12
48	251	203	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
49	251	202	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
50	251	201	1.63E-13	5.49E-13	8.60E-13	1.11E-12	1.30E-12	1.47E-12	1.61E-12	4.21E-12
51	251	200	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
52	251	199	1.42E-13	4.99E-13	8.01E-13	1.05E-12	1.24E-12	1.42E-12	1.56E-12	4.20E-12
53	251	198	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
54	251	197	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
55	251	196	1.32E-13	4.96E-13	8.15E-13	1.07E-12	1.28E-12	1.46E-12	1.62E-12	4.40E-12
56	251	195	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
57	251	194	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
58	251	193	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20	1.00E-20
59	251	192	1.14E-13	4.65E-13	7.80E-13	1.04E-12	1.25E-12	1.44E-12	1.59E-12	4.40E-12
