  71   13    5   4.8910e-11   4.6730e-11   4.5470e-11   4.3320e-11   4.1570e-11   3.7870e-11   3.4870e-11   3.2590e-11   3.0860e-11   2.9510e-11
  72   13    6   5.4520e-11   5.2690e-11   5.1450e-11   4.8070e-11   4.3990e-11   3.7170e-11   3.3260e-11   3.0870e-11   2.9330e-11   2.8300e-11
  73   13    7   7.9680e-11   7.8290e-11   7.7040e-11   7.4450e-11   7.2070e-11   6.6370e-11   6.1340e-11   5.7350e-11   5.4240e-11   5.1790e-11
  74   13    8   1.3820e-10   1.3940e-10   1.3800e-10   1.3080e-10   1.2110e-10   1.0420e-10   9.3650e-11   8.6500e-11   8.1330e-11   7.7420e-11
  75   13    9   1.2140e-10   1.2480e-10   1.2600e-10   1.2730e-10   1.2690e-10   1.2050e-10   1.1260e-10   1.0590e-10   1.0050e-10   9.6100e-11
  76   13   10   1.9500e-10   2.0180e-10   2.0440e-10   2.0240e-10   1.9400e-10   1.7520e-10   1.6190e-10   1.5210e-10   1.4470e-10   1.3890e-10
  77   13   11   2.4410e-10   2.4120e-10   2.3990e-10   2.3880e-10   2.3690e-10   2.2580e-10   2.1330e-10   2.0300e-10   1.9490e-10   1.8870e-10
  78   13   12   2.8670e-10   2.7710e-10   2.7280e-10   2.6250e-10   2.5190e-10   2.3400e-10   2.2090e-10   2.1100e-10   2.0320e-10   1.9690e-10
  79   14    1   2.5980e-12   2.4910e-12   2.4500e-12   2.3030e-12   2.0860e-12   1.7050e-12   1.4770e-12   1.3250e-12   1.2190e-12   1.1430e-12
  80   14    2   1.3530e-11   1.2910e-11   1.2580e-11   1.1710e-11   1.0770e-11   9.3080e-12   8.4740e-12   7.9340e-12   7.5570e-12   7.2760e-12
  81   14    3   1.1770e-11   1.1370e-11   1.1230e-11   1.0670e-11   9.7250e-12   7.9900e-12   6.9600e-12   6.3010e-12   5.8610e-12   5.5620e-12
  82   14    4   3.1280e-11   3.0700e-11   3.0410e-11   2.9180e-11   2.7430e-11   2.4110e-11   2.1920e-11   2.0390e-11   1.9290e-11   1.8450e-11
  83   14    5   2.1190e-11   2.0750e-11   2.0600e-11   1.9780e-11   1.8160e-11   1.5020e-11   1.3220e-11   1.2150e-11   1.1510e-11   1.1130e-11
  84   14    6   4.6260e-11   4.5720e-11   4.5520e-11   4.4750e-11   4.3400e-11   3.9800e-11   3.6740e-11   3.4380e-11   3.2590e-11   3.1190e-11
  85   14    7   5.2730e-11   5.1200e-11   5.0280e-11   4.7740e-11   4.4130e-11   3.7540e-11   3.3760e-11   3.1470e-11   3.0010e-11   2.9040e-11
  86   14    8   7.5530e-11   7.5480e-11   7.5640e-11   7.5060e-11   7.3350e-11   6.8030e-11   6.3020e-11   5.8970e-11   5.5780e-11   5.3270e-11
  87   14    9   1.3380e-10   1.3390e-10   1.3270e-10   1.2710e-10   1.1880e-10   1.0330e-10   9.3330e-11   8.6420e-11   8.1380e-11   7.7540e-11
  88   14   10   1.2000e-10   1.2320e-10   1.2550e-10   1.2890e-10   1.2930e-10   1.2310e-10   1.1510e-10   1.0810e-10   1.0250e-10   9.8040e-11
  89   14   11   1.8830e-10   1.9330e-10   1.9520e-10   1.9400e-10   1.8710e-10   1.7040e-10   1.5810e-10   1.4900e-10   1.4200e-10   1.3650e-10
  90   14   12   2.3370e-10   2.3430e-10   2.3460e-10   2.3580e-10   2.3560e-10   2.2690e-10   2.1560e-10   2.0570e-10   1.9790e-10   1.9170e-10
  91   14   13   2.8400e-10   2.7440e-10   2.6960e-10   2.5960e-10   2.4910e-10   2.3020e-10   2.1670e-10   2.0670e-10   1.9900e-10   1.9290e-10
  92   15    1   2.6850e-12   2.6830e-12   2.6660e-12   2.5620e-12   2.4020e-12   2.1240e-12   1.9670e-12   1.8700e-12   1.8060e-12   1.7600e-12
  93   15    2   5.2850e-12   5.3150e-12   5.3180e-12   5.1440e-12   4.7570e-12   3.9960e-12   3.5260e-12   3.2110e-12   2.9870e-12   2.8230e-12
