!MOLECULE
 NO from JPL database, updated 2021, incl. cross-ladder trans.          
!MOLECULAR WEIGHT
 30.
! NUMBER OF ENERGY LEVELS
 100
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J (or other quantum numbers)
  296      14     2  2.005E-13         401.60343510    19.27     
  297      14     1  1.537E-13         401.62342010    19.27     
  298      15     1  5.443E-13         401.68589530    19.28     
  299      23    22  6.219E-08         449.42474750    57.70     
  300      24    22  3.073E-09         449.47227330    57.70     
  301      25    22  4.805E-11         449.51354290    57.70     
  302      24    21  5.917E-08         449.55245470    57.70     
  303      25    21  3.845E-09         449.59372420    57.70     
  304      25    20  5.840E-08         449.65575460    57.70     
  305      23    17  1.194E-05         450.93954000    57.70     
  306      24    18  1.135E-05         450.93962400    57.70     
  307      25    19  1.120E-05         450.94219300    57.70     
  308      25    18  7.373E-07         450.98105440    57.70     
  309      24    17  5.899E-07         450.98704220    57.70     
  310      25    17  9.217E-09         451.02831170    57.70     
  311      26    22  9.233E-09         451.15076800    57.78     
  312      27    22  5.910E-07         451.21273060    57.78     
  313      26    21  7.388E-07         451.23094940    57.78     
  314      28    22  1.197E-05         451.28862000    57.79     
  315      27    21  1.138E-05         451.29291500    57.78     
  316      26    20  1.122E-05         451.29295000    57.78     
  317      26    19  5.955E-08         452.57940350    57.78     
  318      26    18  3.926E-09         452.61827960    57.78     
  319      26    17  4.915E-11         452.66553690    57.78     
  320      27    18  6.042E-08         452.68024220    57.78     
  321      27    17  3.143E-09         452.72749940    57.78     
  322      28    17  6.359E-08         452.80339210    57.79     
  323      71    70  9.480E-11         463.96794770   231.69     
  324      71    69  9.043E-09         463.97750410   231.69     
  325      72    70  6.065E-09         463.98588160   231.69     
  326      73    70  9.043E-09         463.98590770   231.69     
  327      72    69  5.788E-07         463.99543800   231.69     
  328      73    69  9.481E-11         463.99546410   231.69     
  329      71    68  7.581E-09         463.99883740   231.69     
  330      74    70  5.788E-07         464.00299440   231.69     
  331      71    67  7.235E-07         464.00717550   231.69     
  332      75    70  1.228E-07         464.00760790   231.69     
  333      74    69  6.065E-09         464.01255080   231.69     
  334      72    68  1.167E-07         464.01677130   231.69     
  335      73    68  7.235E-07         464.01679740   231.69     
  336      75    69  1.172E-05         464.01712400   231.69     
  337      71    66  1.151E-07         464.02125220   231.69     
  338      72    67  1.114E-05         464.02504800   231.69     
  339      73    67  7.582E-09         464.02513550   231.69     
  340      76    70  1.172E-05         464.02641600   231.69     
  341      71    65  1.099E-05         464.03036600   231.69     
  342      74    68  1.114E-05         464.03386600   231.69     
  343      76    69  1.228E-07         464.03594770   231.69     
  344      73    66  1.099E-05         464.03919800   231.69     
  345      74    67  1.167E-07         464.04222220   231.69     
  346      73    65  1.151E-07         464.04834110   231.69     
  347      29    28  1.163E-07         549.32360660    84.15     
  348      30    28  3.848E-09         549.37099040    84.15     
  349      31    28  3.851E-11         549.41372300    84.16     
  350      30    27  1.126E-07         549.44688300    84.15     
  351      31    27  4.620E-09         549.48961560    84.16     
  352      31    26  1.118E-07         549.55157820    84.16     
  353      30    24  2.157E-05         551.18734030    84.15     
  354      29    23  2.231E-05         551.18746200    84.15     
  355      31    25  2.141E-05         551.18880340    84.16     
  356      31    24  8.849E-07         551.23007290    84.16     
  357      30    23  7.374E-07         551.23486610    84.15     
  358      31    23  7.374E-09         551.27759870    84.16     
  359      32    28  7.385E-09         551.39612440    84.25     
  360      33    28  7.386E-07         551.45820740    84.25     
  361      32    27  8.864E-07         551.47201700    84.25     
  362      34    28  2.235E-05         551.53148100    84.26     
  363      32    26  2.145E-05         551.53397960    84.25     
  364      33    27  2.161E-05         551.53409800    84.25     
  365      32    25  1.141E-07         553.17120480    84.25     
  366      32    24  4.720E-09         553.21247430    84.25     
  367      32    23  3.939E-11         553.26000010    84.25     
  368      33    24  1.149E-07         553.27455730    84.25     
  369      33    23  3.935E-09         553.32208310    84.25     
  370      34    23  1.189E-07         553.39535920    84.26     
  371      83    76  7.854E-11         567.01497350   258.90     
  372      84    76  7.851E-09         567.02909310   258.90     
  373      83    75  7.500E-09         567.03375690   258.90     
  374      83    74  9.421E-09         567.03837050   258.90     
