     20     7     5   1.55e-06  1.10e-06  9.08e-07  7.22e-07  5.05e-07  4.06e-07  3.49e-07  2.86e-07  2.25e-07  1.63e-07  1.20e-07  1.02e-07
     21     7     6   4.85e-06  3.43e-06  2.80e-06  2.17e-06  1.54e-06  1.26e-06  1.09e-06  8.98e-07  7.11e-07  5.19e-07  3.77e-07  3.15e-07
     22     8     1   1.84e-14  1.30e-14  1.07e-14  8.56e-15  1.05e-14  2.31e-14  3.75e-14  5.57e-14  6.15e-14  4.58e-14  9.59e-14  3.36e-13
     23     8     2   1.88e-11  1.33e-11  1.09e-11  8.51e-12  6.28e-12  5.94e-12  6.22e-12  6.71e-12  6.44e-12  4.97e-12  7.73e-12  1.51e-11
     24     8     3   2.49e-10  1.76e-10  1.44e-10  1.12e-10  8.10e-11  7.91e-11  9.29e-11  1.27e-10  1.60e-10  1.49e-10  1.64e-10  2.43e-10
     25     8     4   3.19e-07  2.26e-07  1.86e-07  1.47e-07  1.03e-07  8.24e-08  7.02e-08  5.62e-08  4.38e-08  3.34e-08  2.63e-08  2.31e-08
     26     8     5   4.45e-07  3.14e-07  2.57e-07  1.99e-07  1.41e-07  1.15e-07  9.93e-08  8.02e-08  6.06e-08  4.11e-08  2.88e-08  2.40e-08
     27     8     6   1.60e-06  1.13e-06  9.21e-07  7.15e-07  5.08e-07  4.14e-07  3.59e-07  2.94e-07  2.32e-07  1.68e-07  1.23e-07  1.05e-07
     28     8     7   4.84e-06  3.42e-06  2.79e-06  2.17e-06  1.54e-06  1.26e-06  1.09e-06  8.97e-07  7.11e-07  5.18e-07  3.75e-07  3.13e-07
     29     9     1   9.66e-14  6.83e-14  5.58e-14  4.33e-14  3.14e-14  2.75e-14  2.58e-14  2.42e-14  2.19e-14  1.76e-14  1.46e-14  2.54e-14
     30     9     2   3.88e-12  2.74e-12  2.24e-12  1.74e-12  1.22e-12  9.64e-13  7.91e-13  5.69e-13  3.47e-13  1.61e-13  1.84e-13  5.37e-13
     31     9     3   2.79e-11  1.97e-11  1.61e-11  1.28e-11  1.22e-11  1.43e-11  1.55e-11  1.54e-11  1.25e-11  7.97e-12  1.05e-11  1.94e-11
     32     9     4   8.41e-11  5.94e-11  4.85e-11  3.80e-11  5.51e-11  1.20e-10  1.83e-10  2.57e-10  2.78e-10  2.17e-10  2.08e-10  2.90e-10
     33     9     5   3.26e-07  2.31e-07  1.88e-07  1.47e-07  1.04e-07  8.33e-08  7.09e-08  5.72e-08  4.58e-08  3.58e-08  2.83e-08  2.48e-08
     34     9     6   4.61e-07  3.26e-07  2.66e-07  2.08e-07  1.48e-07  1.20e-07  1.03e-07  8.25e-08  6.21e-08  4.21e-08  2.96e-08  2.47e-08
     35     9     7   1.62e-06  1.15e-06  9.39e-07  7.33e-07  5.21e-07  4.23e-07  3.66e-07  3.01e-07  2.37e-07  1.72e-07  1.26e-07  1.07e-07
     36     9     8   4.82e-06  3.41e-06  2.78e-06  2.16e-06  1.54e-06  1.25e-06  1.09e-06  8.95e-07  7.09e-07  5.16e-07  3.72e-07  3.10e-07
     37    10     2   3.43e-13  2.42e-13  1.98e-13  1.55e-13  1.10e-13  8.81e-14  7.52e-14  5.99e-14  4.50e-14  3.05e-14  2.29e-14  3.94e-14
     38    10     3   1.02e-12  7.21e-13  5.89e-13  4.57e-13  3.22e-13  2.53e-13  2.09e-13  1.53e-13  9.84e-14  5.41e-14  1.83e-13  6.62e-13
     39    10     4   2.82e-10  2.00e-10  1.64e-10  1.28e-10  8.75e-11  6.50e-11  5.08e-11  3.46e-11  2.04e-11  1.03e-11  1.28e-11  2.31e-11
     40    10     5   7.07e-09  5.00e-09  4.08e-09  3.16e-09  2.23e-09  1.79e-09  1.49e-09  1.12e-09  7.41e-10  3.93e-10  2.85e-10  3.52e-10
     41    10     6   2.98e-07  2.11e-07  1.72e-07  1.33e-07  9.39e-08  7.50e-08  6.40e-08  5.26e-08  4.39e-08  3.60e-08  2.91e-08  2.57e-08
