Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Product 4,Alpha,Beta,Gamma,T_min,T_max,reduced_mass,extrapolate
SIH+,CRPHOT,NAN,SI+,H,NAN,NAN,1.3e-17,0.0,600.0,10.0,41000.0,0.0,False
SIH2,CRPHOT,NAN,SIH,H,NAN,NAN,1.3e-17,0.0,750.0,10.0,41000.0,0.0,False
SIH3,CRPHOT,NAN,SIH2,H,NAN,NAN,1.3e-17,0.0,750.0,10.0,41000.0,0.0,False
SIH4,CRPHOT,NAN,SI,H2,H2,NAN,1.3e-17,0.0,150.0,10.0,41000.0,0.0,False
SIH4,CRPHOT,NAN,SIH,H,H2,NAN,1.3e-17,0.0,600.0,10.0,41000.0,0.0,False
SIO,CRPHOT,NAN,SI,O,NAN,NAN,1.3e-17,0.0,445.0,10.0,41000.0,0.0,False
SIS,CRPHOT,NAN,S,SI,NAN,NAN,1.3e-17,0.0,250.0,10.0,41000.0,0.0,False
SO,CRPHOT,NAN,SO+,E-,NAN,NAN,1.3e-17,0.0,225.0,10.0,41000.0,0.0,False
SO,CRPHOT,NAN,S,O,NAN,NAN,1.3e-17,0.0,2750.0,10.0,41000.0,0.0,False
SO2,CRPHOT,NAN,SO2+,E-,NAN,NAN,1.3e-17,0.0,55.0,10.0,41000.0,0.0,False
SO2,CRPHOT,NAN,SO,O,NAN,NAN,1.3e-17,0.0,1350.0,10.0,41000.0,0.0,False
#C,DESCR,NAN,C,NAN,NAN,NAN,1.0,0.0,10000.0,0.0,10000.0,0.0,False
#C2,DESCR,NAN,C2,NAN,NAN,NAN,1.0,0.0,10000.0,0.0,10000.0,0.0,False
#C2H,DESCR,NAN,C2H,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#C2H2,DESCR,NAN,C2H2,NAN,NAN,NAN,1.0,0.0,2587.0,0.0,10000.0,0.0,False
#C2H3,DESCR,NAN,C2H3,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#C2H4,DESCR,NAN,C2H4,NAN,NAN,NAN,1.0,0.0,2500.0,0.0,10000.0,0.0,False
#C2H5,DESCR,NAN,C2H5,NAN,NAN,NAN,1.0,0.0,3100.0,0.0,10000.0,0.0,False
#C2N,DESCR,NAN,C2N,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#C3H2,DESCR,NAN,C3H2,NAN,NAN,NAN,1.0,0.0,5900.0,0.0,10000.0,0.0,False
#C3N,DESCR,NAN,C3N,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#C4H,DESCR,NAN,C4H,NAN,NAN,NAN,1.0,0.0,3737.0,0.0,10000.0,0.0,False
#C4N,DESCR,NAN,C4N,NAN,NAN,NAN,1.0,0.0,4000.0,0.0,10000.0,0.0,False
#CH,DESCR,NAN,CH,NAN,NAN,NAN,1.0,0.0,925.0,0.0,10000.0,0.0,False
#CH2,DESCR,NAN,CH2,NAN,NAN,NAN,1.0,0.0,1400.0,0.0,10000.0,0.0,False
#CH2CO,DESCR,NAN,CH2CO,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#CH2OH,DESCR,NAN,CH2OH,NAN,NAN,NAN,1.0,0.0,5084.0,0.0,10000.0,0.0,False
#CH3,DESCR,NAN,CH3,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#CH3CCH,DESCR,NAN,CH3CCH,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#CH3CHO,DESCR,NAN,CH3CHO,NAN,NAN,NAN,1.0,0.0,5400.0,0.0,10000.0,0.0,False
#CH3CN,DESCR,NAN,CH3CN,NAN,NAN,NAN,1.0,0.0,4680.0,0.0,10000.0,0.0,False
#CH3CNH,DESCR,NAN,CH3CNH,NAN,NAN,NAN,1.0,0.0,3740.0,0.0,10000.0,0.0,False
#CH3OH,DESCR,NAN,CH3OH,NAN,NAN,NAN,1.0,0.0,5000.0,0.0,10000.0,0.0,False
#CH4,DESCR,NAN,CH4,NAN,NAN,NAN,1.0,0.0,960.0,0.0,10000.0,0.0,False
#CL,DESCR,NAN,CL,NAN,NAN,NAN,1.0,0.0,5172.0,0.0,10000.0,0.0,False
#CN,DESCR,NAN,CN,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#CO,DESCR,NAN,CO,NAN,NAN,NAN,1.0,0.0,1300.0,0.0,10000.0,0.0,False
#CO2,DESCR,NAN,CO2,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#CS,DESCR,NAN,CS,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#H,DESCR,NAN,H,NAN,NAN,NAN,1.0,0.0,650.0,0.0,10000.0,0.0,False
#H2,DESCR,NAN,H2,NAN,NAN,NAN,1.0,0.0,440.0,0.0,10000.0,0.0,False
#H2CN,DESCR,NAN,H2CN,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#H2CO,DESCR,NAN,H2CO,NAN,NAN,NAN,1.0,0.0,4500.0,0.0,10000.0,0.0,False
#H2COH,DESCR,NAN,H2COH,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#H2CS,DESCR,NAN,H2CS,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#H2O,DESCR,NAN,H2O,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
#H2S,DESCR,NAN,H2S,NAN,NAN,NAN,1.0,0.0,2700.0,0.0,10000.0,0.0,False
#H2S2,DESCR,NAN,H2S2,NAN,NAN,NAN,1.0,0.0,5400.0,0.0,10000.0,0.0,False
#H2SIO,DESCR,NAN,H2SIO,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#HC3N,DESCR,NAN,HC3N,NAN,NAN,NAN,1.0,0.0,4580.0,0.0,10000.0,0.0,False
#HCL,DESCR,NAN,HCL,NAN,NAN,NAN,1.0,0.0,5172.0,0.0,10000.0,0.0,False
#HCN,DESCR,NAN,HCN,NAN,NAN,NAN,1.0,0.0,3700.0,0.0,10000.0,0.0,False
#HCO,DESCR,NAN,HCO,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#HCOO,DESCR,NAN,HCOO,NAN,NAN,NAN,1.0,0.0,4000.0,0.0,10000.0,0.0,False
#HCOOH,DESCR,NAN,HCOOH,NAN,NAN,NAN,1.0,0.0,5570.0,0.0,10000.0,0.0,False
#HCS,DESCR,NAN,HCS,NAN,NAN,NAN,1.0,0.0,2900.0,0.0,10000.0,0.0,False
#HE,DESCR,NAN,HE,NAN,NAN,NAN,1.0,0.0,100.0,0.0,10000.0,0.0,False
#HNC,DESCR,NAN,HNC,NAN,NAN,NAN,1.0,0.0,3800.0,0.0,10000.0,0.0,False
#HNCO,DESCR,NAN,HNCO,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#HNO,DESCR,NAN,HNO,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#HS,DESCR,NAN,HS,NAN,NAN,NAN,1.0,0.0,1450.0,0.0,10000.0,0.0,False
#HS2,DESCR,NAN,HS2,NAN,NAN,NAN,1.0,0.0,5200.0,0.0,10000.0,0.0,False
#HSIO,DESCR,NAN,SIOH+,NAN,NAN,NAN,1.0,0.0,3600.0,0.0,10000.0,0.0,False
#MG,DESCR,NAN,MG,NAN,NAN,NAN,1.0,0.0,5300.0,0.0,10000.0,0.0,False
#N,DESCR,NAN,N,NAN,NAN,NAN,1.0,0.0,720.0,0.0,10000.0,0.0,False
#N2,DESCR,NAN,N2,NAN,NAN,NAN,1.0,0.0,1100.0,0.0,10000.0,0.0,False
#NCCN,DESCR,NAN,NCCN,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#NH,DESCR,NAN,NH,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#NH2,DESCR,NAN,NH2,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#NH2CHO,DESCR,NAN,NH2CHO,NAN,NAN,NAN,1.0,0.0,6300.0,0.0,10000.0,0.0,False
#NH3,DESCR,NAN,NH3,NAN,NAN,NAN,1.0,0.0,5500.0,0.0,10000.0,0.0,False
#NO,DESCR,NAN,NO,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#NO2,DESCR,NAN,NO2,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#NS,DESCR,NAN,NS,NAN,NAN,NAN,1.0,0.0,1900.0,0.0,10000.0,0.0,False
#O,DESCR,NAN,O,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#O2,DESCR,NAN,O2,NAN,NAN,NAN,1.0,0.0,1200.0,0.0,10000.0,0.0,False
#O2H,DESCR,NAN,O2H,NAN,NAN,NAN,1.0,0.0,5000.0,0.0,10000.0,0.0,False
#OCN,DESCR,NAN,OCN,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#OCS,DESCR,NAN,OCS,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#OH,DESCR,NAN,OH,NAN,NAN,NAN,1.0,0.0,4600.0,0.0,10000.0,0.0,False
#S,DESCR,NAN,S,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#S2,DESCR,NAN,S2,NAN,NAN,NAN,1.0,0.0,2200.0,0.0,10000.0,0.0,False
#SI,DESCR,NAN,SI,NAN,NAN,NAN,1.0,0.0,11600.0,0.0,10000.0,0.0,False
#SIC,DESCR,NAN,SIC,NAN,NAN,NAN,1.0,0.0,3500.0,0.0,10000.0,0.0,False
#SIC2,DESCR,NAN,SIC2,NAN,NAN,NAN,1.0,0.0,4300.0,0.0,10000.0,0.0,False
#SIC3,DESCR,NAN,SIC3,NAN,NAN,NAN,1.0,0.0,5100.0,0.0,10000.0,0.0,False
#SIH,DESCR,NAN,SIH,NAN,NAN,NAN,1.0,0.0,11950.0,0.0,10000.0,0.0,False
#SIH2,DESCR,NAN,SIH2,NAN,NAN,NAN,1.0,0.0,12300.0,0.0,10000.0,0.0,False
#SIH3,DESCR,NAN,SIH3,NAN,NAN,NAN,1.0,0.0,12650.0,0.0,10000.0,0.0,False
#SIH4,DESCR,NAN,SIH4,NAN,NAN,NAN,1.0,0.0,13000.0,0.0,10000.0,0.0,False
#SIO,DESCR,NAN,SIO,NAN,NAN,NAN,1.0,0.0,3500.0,0.0,10000.0,0.0,False
#SIS,DESCR,NAN,SIS,NAN,NAN,NAN,1.0,0.0,3800.0,0.0,10000.0,0.0,False
#SO,DESCR,NAN,SO,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#SO2,DESCR,NAN,SO2,NAN,NAN,NAN,1.0,0.0,3400.0,0.0,10000.0,0.0,False
#C,DESOH2,NAN,C,NAN,NAN,NAN,1.0,0.0,10000.0,0.0,10000.0,0.0,False
#C2,DESOH2,NAN,C2,NAN,NAN,NAN,1.0,0.0,10000.0,0.0,10000.0,0.0,False
#C2H,DESOH2,NAN,C2H,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#C2H2,DESOH2,NAN,C2H2,NAN,NAN,NAN,1.0,0.0,2587.0,0.0,10000.0,0.0,False
#C2H3,DESOH2,NAN,C2H3,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#C2H4,DESOH2,NAN,C2H4,NAN,NAN,NAN,1.0,0.0,2500.0,0.0,10000.0,0.0,False
#C2H5,DESOH2,NAN,C2H5,NAN,NAN,NAN,1.0,0.0,3100.0,0.0,10000.0,0.0,False
#C2N,DESOH2,NAN,C2N,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#C3H2,DESOH2,NAN,C3H2,NAN,NAN,NAN,1.0,0.0,5900.0,0.0,10000.0,0.0,False
#C3N,DESOH2,NAN,C3N,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#C4H,DESOH2,NAN,C4H,NAN,NAN,NAN,1.0,0.0,3737.0,0.0,10000.0,0.0,False
#C4N,DESOH2,NAN,C4N,NAN,NAN,NAN,1.0,0.0,4000.0,0.0,10000.0,0.0,False
#CH,DESOH2,NAN,CH,NAN,NAN,NAN,1.0,0.0,925.0,0.0,10000.0,0.0,False
#CH2,DESOH2,NAN,CH2,NAN,NAN,NAN,1.0,0.0,1400.0,0.0,10000.0,0.0,False
#CH2CO,DESOH2,NAN,CH2CO,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#CH2OH,DESOH2,NAN,CH2OH,NAN,NAN,NAN,1.0,0.0,5084.0,0.0,10000.0,0.0,False
#CH3,DESOH2,NAN,CH3,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#CH3CCH,DESOH2,NAN,CH3CCH,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#CH3CHO,DESOH2,NAN,CH3CHO,NAN,NAN,NAN,1.0,0.0,5400.0,0.0,10000.0,0.0,False
#CH3CN,DESOH2,NAN,CH3CN,NAN,NAN,NAN,1.0,0.0,4680.0,0.0,10000.0,0.0,False
#CH3CNH,DESOH2,NAN,CH3CNH,NAN,NAN,NAN,1.0,0.0,3740.0,0.0,10000.0,0.0,False
#CH3OH,DESOH2,NAN,CH3OH,NAN,NAN,NAN,1.0,0.0,5000.0,0.0,10000.0,0.0,False
#CH4,DESOH2,NAN,CH4,NAN,NAN,NAN,1.0,0.0,960.0,0.0,10000.0,0.0,False
#CL,DESOH2,NAN,CL,NAN,NAN,NAN,1.0,0.0,5172.0,0.0,10000.0,0.0,False
#CN,DESOH2,NAN,CN,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#CO,DESOH2,NAN,CO,NAN,NAN,NAN,1.0,0.0,1300.0,0.0,10000.0,0.0,False
#CO2,DESOH2,NAN,CO2,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#CS,DESOH2,NAN,CS,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#H,DESOH2,NAN,H,NAN,NAN,NAN,1.0,0.0,650.0,0.0,10000.0,0.0,False
#H2,DESOH2,NAN,H2,NAN,NAN,NAN,1.0,0.0,440.0,0.0,10000.0,0.0,False
#H2CN,DESOH2,NAN,H2CN,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#H2CO,DESOH2,NAN,H2CO,NAN,NAN,NAN,1.0,0.0,4500.0,0.0,10000.0,0.0,False
#H2COH,DESOH2,NAN,H2COH,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#H2CS,DESOH2,NAN,H2CS,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#H2O,DESOH2,NAN,H2O,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
#H2S,DESOH2,NAN,H2S,NAN,NAN,NAN,1.0,0.0,2700.0,0.0,10000.0,0.0,False
#H2S2,DESOH2,NAN,H2S2,NAN,NAN,NAN,1.0,0.0,5400.0,0.0,10000.0,0.0,False
#H2SIO,DESOH2,NAN,H2SIO,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#HC3N,DESOH2,NAN,HC3N,NAN,NAN,NAN,1.0,0.0,4580.0,0.0,10000.0,0.0,False
#HCL,DESOH2,NAN,HCL,NAN,NAN,NAN,1.0,0.0,5172.0,0.0,10000.0,0.0,False
#HCN,DESOH2,NAN,HCN,NAN,NAN,NAN,1.0,0.0,3700.0,0.0,10000.0,0.0,False
#HCO,DESOH2,NAN,HCO,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#HCOO,DESOH2,NAN,HCOO,NAN,NAN,NAN,1.0,0.0,4000.0,0.0,10000.0,0.0,False
#HCOOH,DESOH2,NAN,HCOOH,NAN,NAN,NAN,1.0,0.0,5570.0,0.0,10000.0,0.0,False
#HCS,DESOH2,NAN,HCS,NAN,NAN,NAN,1.0,0.0,2900.0,0.0,10000.0,0.0,False
#HE,DESOH2,NAN,HE,NAN,NAN,NAN,1.0,0.0,100.0,0.0,10000.0,0.0,False
#HNC,DESOH2,NAN,HNC,NAN,NAN,NAN,1.0,0.0,3800.0,0.0,10000.0,0.0,False
#HNCO,DESOH2,NAN,HNCO,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#HNO,DESOH2,NAN,HNO,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#HS,DESOH2,NAN,HS,NAN,NAN,NAN,1.0,0.0,1450.0,0.0,10000.0,0.0,False
#HS2,DESOH2,NAN,HS2,NAN,NAN,NAN,1.0,0.0,5200.0,0.0,10000.0,0.0,False
#HSIO,DESOH2,NAN,SIOH+,NAN,NAN,NAN,1.0,0.0,3600.0,0.0,10000.0,0.0,False
#MG,DESOH2,NAN,MG,NAN,NAN,NAN,1.0,0.0,5300.0,0.0,10000.0,0.0,False
#N,DESOH2,NAN,N,NAN,NAN,NAN,1.0,0.0,720.0,0.0,10000.0,0.0,False
#N2,DESOH2,NAN,N2,NAN,NAN,NAN,1.0,0.0,1100.0,0.0,10000.0,0.0,False
#NCCN,DESOH2,NAN,NCCN,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#NH,DESOH2,NAN,NH,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#NH2,DESOH2,NAN,NH2,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#NH2CHO,DESOH2,NAN,NH2CHO,NAN,NAN,NAN,1.0,0.0,6300.0,0.0,10000.0,0.0,False
#NH3,DESOH2,NAN,NH3,NAN,NAN,NAN,1.0,0.0,5500.0,0.0,10000.0,0.0,False
#NO,DESOH2,NAN,NO,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#NO2,DESOH2,NAN,NO2,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#NS,DESOH2,NAN,NS,NAN,NAN,NAN,1.0,0.0,1900.0,0.0,10000.0,0.0,False
#O,DESOH2,NAN,O,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#O2,DESOH2,NAN,O2,NAN,NAN,NAN,1.0,0.0,1200.0,0.0,10000.0,0.0,False
#O2H,DESOH2,NAN,O2H,NAN,NAN,NAN,1.0,0.0,5000.0,0.0,10000.0,0.0,False
#OCN,DESOH2,NAN,OCN,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#OCS,DESOH2,NAN,OCS,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#OH,DESOH2,NAN,OH,NAN,NAN,NAN,1.0,0.0,4600.0,0.0,10000.0,0.0,False
#S,DESOH2,NAN,S,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#S2,DESOH2,NAN,S2,NAN,NAN,NAN,1.0,0.0,2200.0,0.0,10000.0,0.0,False
#SI,DESOH2,NAN,SI,NAN,NAN,NAN,1.0,0.0,11600.0,0.0,10000.0,0.0,False
#SIC,DESOH2,NAN,SIC,NAN,NAN,NAN,1.0,0.0,3500.0,0.0,10000.0,0.0,False
#SIC2,DESOH2,NAN,SIC2,NAN,NAN,NAN,1.0,0.0,4300.0,0.0,10000.0,0.0,False
#SIC3,DESOH2,NAN,SIC3,NAN,NAN,NAN,1.0,0.0,5100.0,0.0,10000.0,0.0,False
#SIH,DESOH2,NAN,SIH,NAN,NAN,NAN,1.0,0.0,11950.0,0.0,10000.0,0.0,False
#SIH2,DESOH2,NAN,SIH2,NAN,NAN,NAN,1.0,0.0,12300.0,0.0,10000.0,0.0,False
#SIH3,DESOH2,NAN,SIH3,NAN,NAN,NAN,1.0,0.0,12650.0,0.0,10000.0,0.0,False
#SIH4,DESOH2,NAN,SIH4,NAN,NAN,NAN,1.0,0.0,13000.0,0.0,10000.0,0.0,False
#SIO,DESOH2,NAN,SIO,NAN,NAN,NAN,1.0,0.0,3500.0,0.0,10000.0,0.0,False
#SIS,DESOH2,NAN,SIS,NAN,NAN,NAN,1.0,0.0,3800.0,0.0,10000.0,0.0,False
#SO,DESOH2,NAN,SO,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#SO2,DESOH2,NAN,SO2,NAN,NAN,NAN,1.0,0.0,3400.0,0.0,10000.0,0.0,False
#C,DEUVCR,NAN,C,NAN,NAN,NAN,1.0,0.0,10000.0,0.0,10000.0,0.0,False
#C2,DEUVCR,NAN,C2,NAN,NAN,NAN,1.0,0.0,10000.0,0.0,10000.0,0.0,False
#C2H,DEUVCR,NAN,C2H,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#C2H2,DEUVCR,NAN,C2H2,NAN,NAN,NAN,1.0,0.0,2587.0,0.0,10000.0,0.0,False
#C2H3,DEUVCR,NAN,C2H3,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#C2H4,DEUVCR,NAN,C2H4,NAN,NAN,NAN,1.0,0.0,2500.0,0.0,10000.0,0.0,False
#C2H5,DEUVCR,NAN,C2H5,NAN,NAN,NAN,1.0,0.0,3100.0,0.0,10000.0,0.0,False
#C2N,DEUVCR,NAN,C2N,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#C3H2,DEUVCR,NAN,C3H2,NAN,NAN,NAN,1.0,0.0,5900.0,0.0,10000.0,0.0,False
#C3N,DEUVCR,NAN,C3N,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#C4H,DEUVCR,NAN,C4H,NAN,NAN,NAN,1.0,0.0,3737.0,0.0,10000.0,0.0,False
#C4N,DEUVCR,NAN,C4N,NAN,NAN,NAN,1.0,0.0,4000.0,0.0,10000.0,0.0,False
#CH,DEUVCR,NAN,CH,NAN,NAN,NAN,1.0,0.0,925.0,0.0,10000.0,0.0,False
#CH2,DEUVCR,NAN,CH2,NAN,NAN,NAN,1.0,0.0,1400.0,0.0,10000.0,0.0,False
#CH2CO,DEUVCR,NAN,CH2CO,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#CH2OH,DEUVCR,NAN,CH2OH,NAN,NAN,NAN,1.0,0.0,5084.0,0.0,10000.0,0.0,False
#CH3,DEUVCR,NAN,CH3,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#CH3CCH,DEUVCR,NAN,CH3CCH,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#CH3CHO,DEUVCR,NAN,CH3CHO,NAN,NAN,NAN,1.0,0.0,5400.0,0.0,10000.0,0.0,False
#CH3CN,DEUVCR,NAN,CH3CN,NAN,NAN,NAN,1.0,0.0,4680.0,0.0,10000.0,0.0,False
#CH3CNH,DEUVCR,NAN,CH3CNH,NAN,NAN,NAN,1.0,0.0,3740.0,0.0,10000.0,0.0,False
#CH3OH,DEUVCR,NAN,CH3OH,NAN,NAN,NAN,1.0,0.0,5000.0,0.0,10000.0,0.0,False
#CH4,DEUVCR,NAN,CH4,NAN,NAN,NAN,1.0,0.0,960.0,0.0,10000.0,0.0,False
#CL,DEUVCR,NAN,CL,NAN,NAN,NAN,1.0,0.0,5172.0,0.0,10000.0,0.0,False
#CN,DEUVCR,NAN,CN,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#CO,DEUVCR,NAN,CO,NAN,NAN,NAN,1.0,0.0,1300.0,0.0,10000.0,0.0,False
#CO2,DEUVCR,NAN,CO2,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#CS,DEUVCR,NAN,CS,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#H,DEUVCR,NAN,H,NAN,NAN,NAN,1.0,0.0,650.0,0.0,10000.0,0.0,False
#H2,DEUVCR,NAN,H2,NAN,NAN,NAN,1.0,0.0,440.0,0.0,10000.0,0.0,False
#H2CN,DEUVCR,NAN,H2CN,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#H2CO,DEUVCR,NAN,H2CO,NAN,NAN,NAN,1.0,0.0,4500.0,0.0,10000.0,0.0,False
#H2COH,DEUVCR,NAN,H2COH,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#H2CS,DEUVCR,NAN,H2CS,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#H2O,DEUVCR,NAN,H2O,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
#H2S,DEUVCR,NAN,H2S,NAN,NAN,NAN,1.0,0.0,2700.0,0.0,10000.0,0.0,False
#H2S2,DEUVCR,NAN,H2S2,NAN,NAN,NAN,1.0,0.0,5400.0,0.0,10000.0,0.0,False
#H2SIO,DEUVCR,NAN,H2SIO,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#HC3N,DEUVCR,NAN,HC3N,NAN,NAN,NAN,1.0,0.0,4580.0,0.0,10000.0,0.0,False
#HCL,DEUVCR,NAN,HCL,NAN,NAN,NAN,1.0,0.0,5172.0,0.0,10000.0,0.0,False
#HCN,DEUVCR,NAN,HCN,NAN,NAN,NAN,1.0,0.0,3700.0,0.0,10000.0,0.0,False
#HCO,DEUVCR,NAN,HCO,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#HCOO,DEUVCR,NAN,HCOO,NAN,NAN,NAN,1.0,0.0,4000.0,0.0,10000.0,0.0,False
#HCOOH,DEUVCR,NAN,HCOOH,NAN,NAN,NAN,1.0,0.0,5570.0,0.0,10000.0,0.0,False
#HCS,DEUVCR,NAN,HCS,NAN,NAN,NAN,1.0,0.0,2900.0,0.0,10000.0,0.0,False
#HE,DEUVCR,NAN,HE,NAN,NAN,NAN,1.0,0.0,100.0,0.0,10000.0,0.0,False
#HNC,DEUVCR,NAN,HNC,NAN,NAN,NAN,1.0,0.0,3800.0,0.0,10000.0,0.0,False
#HNCO,DEUVCR,NAN,HNCO,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#HNO,DEUVCR,NAN,HNO,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#HS,DEUVCR,NAN,HS,NAN,NAN,NAN,1.0,0.0,1450.0,0.0,10000.0,0.0,False
#HS2,DEUVCR,NAN,HS2,NAN,NAN,NAN,1.0,0.0,5200.0,0.0,10000.0,0.0,False
#HSIO,DEUVCR,NAN,SIOH+,NAN,NAN,NAN,1.0,0.0,3600.0,0.0,10000.0,0.0,False
#MG,DEUVCR,NAN,MG,NAN,NAN,NAN,1.0,0.0,5300.0,0.0,10000.0,0.0,False
#N,DEUVCR,NAN,N,NAN,NAN,NAN,1.0,0.0,720.0,0.0,10000.0,0.0,False
#N2,DEUVCR,NAN,N2,NAN,NAN,NAN,1.0,0.0,1100.0,0.0,10000.0,0.0,False
#NCCN,DEUVCR,NAN,NCCN,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#NH,DEUVCR,NAN,NH,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#NH2,DEUVCR,NAN,NH2,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
