Time,Density,gasTemp,av,zeta,OCS    ,CO     ,CS     ,CH3OH  
  9.201E+05, 1.0729E+02,   10.00, 2.0103E+00,    1.83424E+01,    2.47321E-15,    8.82955E-08,    2.76875E-11,    2.19220E-13
  9.301E+05, 1.0744E+02,   10.00, 2.0104E+00,    1.83288E+01,    2.49998E-15,    8.89997E-08,    2.79599E-11,    2.22381E-13
  9.401E+05, 1.0759E+02,   10.00, 2.0104E+00,    1.83150E+01,    2.52704E-15,    8.97100E-08,    2.82350E-11,    2.25589E-13
  9.501E+05, 1.0774E+02,   10.00, 2.0104E+00,    1.83011E+01,    2.55440E-15,    9.04265E-08,    2.85128E-11,    2.28843E-13
  9.601E+05, 1.0789E+02,   10.00, 2.0104E+00,    1.82870E+01,    2.58206E-15,    9.11493E-08,    2.87934E-11,    2.32144E-13
  9.701E+05, 1.0805E+02,   10.00, 2.0104E+00,    1.82729E+01,    2.61003E-15,    9.18784E-08,    2.90767E-11,    2.35494E-13
  9.801E+05, 1.0820E+02,   10.00, 2.0104E+00,    1.82586E+01,    2.63831E-15,    9.26139E-08,    2.93628E-11,    2.38894E-13
  9.901E+05, 1.0836E+02,   10.00, 2.0105E+00,    1.82441E+01,    2.66691E-15,    9.33560E-08,    2.96518E-11,    2.42343E-13
  1.000E+06, 1.0852E+02,   10.00, 2.0105E+00,    1.82296E+01,    2.69583E-15,    9.41047E-08,    2.99437E-11,    2.45843E-13
  1.100E+06, 1.1022E+02,   10.00, 2.0106E+00,    1.82149E+01,    2.98628E-15,    1.01340E-07,    3.27598E-11,    2.80796E-13
  1.200E+06, 1.1212E+02,   10.00, 2.0108E+00,    1.80612E+01,    3.32833E-15,    1.09840E-07,    3.61269E-11,    3.24175E-13
  1.300E+06, 1.1422E+02,   10.00, 2.0110E+00,    1.78948E+01,    3.71375E-15,    1.19205E-07,    3.98729E-11,    3.74845E-13
  1.400E+06, 1.1654E+02,   10.00, 2.0112E+00,    1.77159E+01,    4.14957E-15,    1.29536E-07,    4.40538E-11,    4.34205E-13
  1.500E+06, 1.1910E+02,   10.00, 2.0115E+00,    1.75245E+01,    4.64427E-15,    1.40982E-07,    4.87370E-11,    5.04104E-13
  1.600E+06, 1.2192E+02,   10.00, 2.0118E+00,    1.73208E+01,    5.20795E-15,    1.53705E-07,    5.40012E-11,    5.86788E-13
  1.700E+06, 1.2501E+02,   10.00, 2.0121E+00,    1.71049E+01,    5.85273E-15,    1.67893E-07,    5.99398E-11,    6.85050E-13
  1.800E+06, 1.2842E+02,   10.00, 2.0124E+00,    1.68768E+01,    6.59320E-15,    1.83758E-07,    6.66630E-11,    8.02355E-13
  1.900E+06, 1.3216E+02,   10.00, 2.0127E+00,    1.66367E+01,    7.44697E-15,    2.01537E-07,    7.43023E-11,    9.43006E-13
  2.000E+06, 1.3628E+02,   10.00, 2.0131E+00,    1.63846E+01,    8.43540E-15,    2.21488E-07,    8.30143E-11,    1.11232E-12
  2.100E+06, 1.4081E+02,   10.00, 2.0136E+00,    1.61207E+01,    9.58449E-15,    2.43878E-07,    9.29868E-11,    1.31681E-12
  2.200E+06, 1.4580E+02,   10.00, 2.0141E+00,    1.58450E+01,    1.09260E-14,    2.68957E-07,    1.04446E-10,    1.56432E-12
  2.300E+06, 1.5130E+02,   10.00, 2.0146E+00,    1.55577E+01,    1.24990E-14,    2.96927E-07,    1.17665E-10,    1.86415E-12
  2.400E+06, 1.5739E+02,   10.00, 2.0152E+00,    1.52588E+01,    1.43513E-14,    3.27903E-07,    1.32975E-10,    2.22706E-12
  2.500E+06, 1.6412E+02,   10.00, 2.0158E+00,    1.49484E+01,    1.65421E-14,    3.61917E-07,    1.50779E-10,    2.66560E-12
  2.600E+06, 1.7160E+02,   10.00, 2.0165E+00,    1.46266E+01,    1.91451E-14,    3.98999E-07,    1.71573E-10,    3.19504E-12
  2.700E+06, 1.7992E+02,   10.00, 2.0174E+00,    1.42934E+01,    2.22524E-14,    4.39372E-07,    1.95967E-10,    3.83581E-12
  2.800E+06, 1.8921E+02,   10.00, 2.0182E+00,    1.39489E+01,    2.59813E-14,    4.83769E-07,    2.24728E-10,    4.61816E-12
  2.900E+06, 1.9961E+02,   10.00, 2.0193E+00,    1.35933E+01,    3.04831E-14,    5.33855E-07,    2.58824E-10,    5.59032E-12
  3.000E+06, 2.1132E+02,   10.00, 2.0204E+00,    1.32265E+01,    3.59578E-14,    5.92838E-07,    2.99505E-10,    6.83288E-12
  3.100E+06, 2.2455E+02,   10.00, 2.0217E+00,    1.28487E+01,    4.26785E-14,    6.66441E-07,    3.48410E-10,    8.48523E-12
  3.200E+06, 2.3957E+02,   10.00, 2.0231E+00,    1.24599E+01,    5.10275E-14,    7.63260E-07,    4.07729E-10,    1.07773E-11
  3.300E+06, 2.5671E+02,   10.00, 2.0248E+00,    1.20603E+01,    6.15547E-14,    8.94833E-07,    4.80421E-10,    1.40720E-11
  3.400E+06, 2.7641E+02,   10.00, 2.0267E+00,    1.16500E+01,    7.50655E-14,    1.07516E-06,    5.70535E-10,    1.89178E-11
  3.500E+06, 2.9918E+02,   10.00, 2.0289E+00,    1.12291E+01,    9.27467E-14,    1.31838E-06,    6.83609E-10,    2.60868E-11
  3.600E+06, 3.2572E+02,   10.00, 2.0314E+00,    1.07977E+01,    1.16363E-13,    1.63769E-06,    8.27270E-10,    3.66441E-11
  3.700E+06, 3.5691E+02,   10.00, 2.0344E+00,    1.03563E+01,    1.48624E-13,    2.04848E-06,    1.01226E-09,    5.21502E-11
  3.800E+06, 3.9393E+02,   10.00, 2.0380E+00,    9.90489E+00,    1.93852E-13,    2.57349E-06,    1.25414E-09,    7.50522E-11
  3.900E+06, 4.3834E+02,   10.00, 2.0423E+00,    9.44400E+00,    2.59192E-13,    3.24669E-06,    1.57601E-09,    1.09310E-10
  4.000E+06, 4.9231E+02,   10.00, 2.0475E+00,    8.97402E+00,    3.57164E-13,    4.12947E-06,    2.01333E-09,    1.61946E-10
  4.100E+06, 5.5885E+02,   10.00, 2.0539E+00,    8.49553E+00,    5.12340E-13,    5.36418E-06,    2.62369E-09,    2.47663E-10
  4.200E+06, 6.4227E+02,   10.00, 2.0619E+00,    8.00919E+00,    7.79398E-13,    7.28355E-06,    3.50459E-09,    4.01262E-10
  4.300E+06, 7.4895E+02,   10.00, 2.0722E+00,    7.51583E+00,    1.28749E-12,    1.05404E-05,    4.81538E-09,    7.05675E-10
  4.400E+06, 8.8864E+02,   10.00, 2.0857E+00,    7.01646E+00,    2.31899E-12,    1.59891E-05,    6.78119E-09,    1.33459E-09
  4.500E+06, 1.0768E+03,   10.00, 2.1038E+00,    6.51228E+00,    4.42790E-12,    2.43091E-05,    9.70438E-09,    2.61880E-09
  4.600E+06, 1.3395E+03,   10.00, 2.1292E+00,    6.00472E+00,    8.70814E-12,    3.60680E-05,    1.40689E-08,    5.25428E-09
  4.700E+06, 1.7228E+03,   10.00, 2.1661E+00,    5.49541E+00,    1.73701E-11,    5.18526E-05,    2.07422E-08,    1.09005E-08
  4.800E+06, 2.3155E+03,   10.00, 2.2233E+00,    4.98621E+00,    3.53123E-11,    7.26818E-05,    3.13811E-08,    2.42500E-08
  4.900E+06, 3.3071E+03,   10.00, 2.3189E+00,    4.47909E+00,    7.71795E-11,    1.00010E-04,    4.83250E-08,    5.80153E-08
  5.000E+06, 5.1656E+03,   10.00, 2.4982E+00,    3.97589E+00,    1.63029E-10,    1.27229E-04,    6.30644E-08,    1.04116E-07
  5.100E+06, 9.3252E+03,   10.00, 2.8993E+00,    3.47764E+00,    4.46373E-10,    1.39703E-04,    6.05114E-08,    5.47999E-08
  5.200E+06, 2.2169E+04,   10.00, 4.1379E+00,    2.98256E+00,    8.37949E-10,    1.15614E-04,    2.42066E-08,    1.53153E-09
  5.300E+06, 1.0000E+05,   10.00, 1.1644E+01,    2.47857E+00,    1.83741E-09,    3.93840E-05,    8.44839E-10,    1.24942E-10
